BI00B32AF    @TTB203D       20220311181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000007000000007000FN00000000020220301000007000NNE21 20220223170206    1W    00000025000002778200000000032AF    HBYHVTB 000000000000UT123003
BI00B32AF    @TTB203D       20220304181AD2001ZZ              CIVUSAS-S 0.35X1 B       CCN000044000000044000FN00000000020220301000044000NNE20 20220223170206    1W    00000055000001540800000000032AF    HBYHVTB 000000000000UT123001
BI00B32AF    @TTB203D       20220304181AD2007ZZ              CIVUSAS-S 0.5X1 B        CCN000006000000006000FN00000000020220301000006000NNE20 20220223170206    1W    00000050000001639600000000032AF    HBYHVTB 000000000000UT123002
BI00B32AF    @TTB203E       20220311181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000006500000006500FN00000000020220301000006500NNE21 20220223170206    1W    00000025000002778200000000032AF    HBYHVTB 000000000000UU123004
BI00B32AF    @TTB203E       20220304181AD2001ZZ              CIVUSAS-S 0.35X1 B       CCN000025300000025300FN00000000020220301000025300NNE20 20220223170206    1W    00000055000001540800000000032AF    HBYHVTB 000000000000UU123001
BI00B32AF    @TTB203E       20220304181AD2007ZZ              CIVUSAS-S 0.5X1 B        CCN000002000000002000FN00000000020220301000002000NNE20 20220223170206    1W    00000050000001639600000000032AF    HBYHVTB 000000000000UU123002
BI00B32AF    @TTB203E       20220304181AD2008ZZ              CIVUSAS-S 0.5X2 B        CCN000030800000030800FN00000000020220301000030800NNE20 20220223170206    1W    00000040000002028000000000032AF    HBYHVTB 000000000000UU123003
BI00B32N2    2152103852     2022031618007703911              AVSS 0.5F GY/L           CCN000001500000001500FN00000000020220201000001500NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123007
BI00B32N2    2152103852     2022031618007703930              AVSS 0.5F B              CCN000003000000003000FN00000000020220201000003000NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123003
BI00B32N2    2152103852     2022031618007703940              AVSS 0.5F W              CCN000001500000001500FN00000000020220201000001500NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123011
BI00B32N2    2152103852     2022031618007703951              AVSS 0.5F O              CCN000001500000001500FN00000000020220201000001500NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123009
BI00B32N2    2152103852     2022031618007703957              AVSS 0.5F R/Y            CCN000001500000001500FN00000000020220201000001500NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123010
BI00B32N2    2152103852     2022031618007703960              AVSS 0.5F G              CCN000006000000006000FN00000000020220201000006000NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123004
BI00B32N2    2152103852     2022031618007703963              AVSS 0.5F G/B            CCN000001500000001500FN00000000020220201000001500NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123005
BI00B32N2    2152103852     2022031618007703965              AVSS 0.5F G/R            CCN000001500000001500FN00000000020220201000001500NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123006
BI00B32N2    2152103852     2022031618007703970              AVSS 0.5F Y              CCN000007500000007500FN00000000020220201000007500NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123012
BI00B32N2    2152103852     2022031618007703990              AVSS 0.5F L              CCN000006000000006000FN00000000020220201000006000NNE   20220223170206    1W    00000150000000674000000000032N2    YWYIPLTC000000000000KU123008
BI00B32N2    2152103852     2022031618007704190              AVSS 1.25F L             CCN000003200000003200FN00000000020220201000003200NNE   20220223170206    1W    00000080000001389000000000032N2    YWYIPLTC000000000000KU123013
BI00B32N2    2152103852     2022031618007704194              AVSS 1.25F L/W           CCN000000800000000800FN00000000020220201000000800NNE   20220223170206    1W    00000080000001389000000000032N2    YWYIPLTC000000000000KU123015
BI00B32N2    2152103852     2022031618007704195              AVSS 1.25F L/R           CCN000002400000002400FN00000000020220201000002400NNE   20220223170206    1W    00000080000001389000000000032N2    YWYIPLTC000000000000KU123014
BI00B32N2    2152103852     20220316180D0204090              AVSSH 0.75F L            CCN000001000000001000FN00000000020220201000001000NNE   20220223170206    1W    00000100000000934000000000032N2    YWYIPLTC000000000000KU123001
BI00B32N2    2152103852     20220316180D0204159              AVSSH 1.25F R/L          CCN000000800000000800FN00000000020220201000000800NNE   20220223170206    1W    00000080000001458000000000032N2    YWYIPLTC000000000000KU123002
BI00B32N3    NBT204 H       20220310180D0203930              AVSSH 0.5F B             CCN000003000000003000FN00000000020220201000003000NNE   20220223170206    1W    00000150000000689000000000032N3    ABYIPL-B000000000000XG422001
BI00B32N3    NBT204 H       20220310180D0203940              AVSSH 0.5F W             CCN000004500000004500FN00000000020220201000004500NNE   20220223170206    1W    00000150000000689000000000032N3    ABYIPL-B000000000000XG422003
BI00B32N3    NBT204 H       20220310180D0203950              AVSSH 0.5F R             CCN000003000000003000FN00000000020220201000003000NNE   20220223170206    1W    00000150000000689000000000032N3    ABYIPL-B000000000000XG422002
BI00B32N3    NBT204 H       20220310180D0204190              AVSSH 1.25F L            CCN000001600000001600FN00000000020220201000001600NNE   20220223170206    1W    00000080000001458000000000032N3    ABYIPL-B000000000000XG422004
