BI00A1200    2399T51C15     202203257288-6547                CONNECTOR MALE ASS'Y     PCN000120000000120000FN00000000020220101000120000NNMM0020220301164603    4N0N  0000007500000120530000134031200    YCYC    005400370024
BI00B32A7    #ZZ22052LMW    202204127157-3992-90             CONNECTOR SEALED         CCN000040000000040000FN00000000020220501000040000NNM   20220301132650    2C0C  00004000000000300000000363332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22053LMW    202204207157-3992-90             CONNECTOR SEALED         CCN000040000000040000FN00000000020220501000040000NNM   20220301132650    2C0C  00004000000000300000000363332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22051LMW    202204067157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020220501000010000NNM   20220301132650    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22052LMW    202204127157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020220501000010000NNM   20220301132650    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22053LMW    202204207157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020220501000010000NNM   20220301132650    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22054LMW    202204277157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020220501000010000NNM   20220301132650    2C0C  00001000000000137000000202032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22052LMW    202204127158-3003-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301132650    2C0C  00002000000000250000000306032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22053LMW    202204207158-3003-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301132650    2C0C  00002000000000250000000306032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22052LMW    202204127158-3007-10             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301132650    2H0H  00002000000000308000000362732A7    ZZZZY   002700430014
BI00B32A7    #ZZ22051LMW    202204067158-3008-80             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301132650    2C0C  00002000000000288000000343032A7    ZZZZY   004300270014
BI00B32A7    #ZZ22052LMW    202204127158-3008-80             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301132650    2C0C  00002000000000288000000343032A7    ZZZZY   004300270014
BI00B32A7    #ZZ22053LMW    202204207158-3008-80             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301132650    2C0C  00002000000000288000000343032A7    ZZZZY   004300270014
BI00B32A7    #ZZ22054LMW    202204277158-3008-80             RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301132650    2C0C  00002000000000288000000343032A7    ZZZZY   004300270014
BI00B32A7    #ZZ22052LMW    202204127158-3120-90             CONNECTOR WIRE SEAL      CCN000120000000120000FN00000000020220501000120000NNM   20220301132650    2C0C  00002000000000136000000194032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22053LMW    202204207158-3120-90             CONNECTOR WIRE SEAL      CCN000100000000100000FN00000000020220501000100000NNM   20220301132650    2C0C  00002000000000136000000194032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22054LMW    202204277158-3120-90             CONNECTOR WIRE SEAL      CCN000060000000060000FN00000000020220501000060000NNM   20220301132650    2C0C  00002000000000136000000194032A7    ZZZZY   002700430014
BI00B32A7    #ZZ22052LMW    202204127158-3121-80             WIRE SEAL                CCN000140000000140000FN00000000020220501000140000NNM   20220301132650    2C0C  00002000000000118000000187332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22053LMW    202204207158-3121-80             WIRE SEAL                CCN000160000000160000FN00000000020220501000160000NNM   20220301132650    2C0C  00002000000000118000000187332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22054LMW    202204277158-3121-80             WIRE SEAL                CCN000100000000100000FN00000000020220501000100000NNM   20220301132650    2C0C  00002000000000118000000187332A7    ZZZZY   002700430014
BI00B32A7    #ZZ22052LMW    202204127158-3654-80             WIRE TUBE                CCN000080000000080000FN00000000020220501000080000NNM   20220301132650    2H0H  00004000000000104000000152232A7    ZZZZY   004300270014
BI00B32A7    #ZZ22053LMW    202204207158-3654-80             WIRE TUBE                CCN000080000000080000FN00000000020220501000080000NNM   20220301132650    2H0H  00004000000000104000000152232A7    ZZZZY   004300270014
BI00B32A7    #ZZ22054LMW    202204277158-3654-80             WIRE TUBE                CCN000040000000040000FN00000000020220501000040000NNM   20220301132650    2H0H  00004000000000104000000152232A7    ZZZZY   004300270014
BI00B32A7    #ZZ22051LMW    202204067182-9632-30             JOINT CONNECTOR          CCN000003000000003000FN00000000020220501000003000NNM   20220301132650    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32A7    #ZZ22052LMW    202204127182-9632-30             JOINT CONNECTOR          CCN000009000000009000FN00000000020220501000009000NNM   20220301132650    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32A7    #ZZ22053LMW    202204207182-9632-30             JOINT CONNECTOR          CCN000006000000006000FN00000000020220501000006000NNM   20220301132650    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32A7    #ZZ22054LMW    202204277182-9632-30             JOINT CONNECTOR          CCN000003000000003000FN00000000020220501000003000NNM   20220301132650    2F0F  00000300000001320000001445532A7    ZZZZY   005400370024
BI00B32CH    SJ22044 MW     202203317158-3009-60             RUBBER STOPPER           CCN000200000000200000FN00000000020220401000200000NNMD0620220301133617    1C0C  00002000000000338000000386232CH    SJSAMIJF002700430014
BI00B32CH    SJ22044HMW     202203317B72-5540-80             SEALED WIRE SEAL         CCN000020000000020000FN00000000020220401000020000NNMD0620220301133558    1C0C  00002000000000186000000234432CH    SJSAMIJF004300270014
BI00B32DA    SBT2205        202203317114-4020                TERMINAL                 CCN000084000000084000FN00000000020220501000084000NNM   20220301121453    4P0P  00002100000000875700001169332DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-4020                TERMINAL                 CCN000084000000084000FN00000000020220501000084000NNM   20220301121453    4P0P  00002100000000875700001169332DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-4021                TERMINAL                 CCN000180000000180000FN00000000020220501000180000NNM   20220301121453    4P0P  00001500000000670500000964132DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-4021                TERMINAL                 CCN000180000000180000FN00000000020220501000180000NNM   20220301121453    4P0P  00001500000000670500000964132DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-4032                TERMINAL                 CCN000018750000022500FN00000000020220501000022500NNM   20220301121453    4P0P  00000750000000735000001063632DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077114-4032                TERMINAL                 CCN000018750000022500FN00000000020220501000022500NNM   20220301121453    4P0P  00000750000000735000001063632DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-1301                TERMINAL                 CCN000015000000015000FN00000000020220501000015000NNM   20220301121453    4P0P  00001500000000487500000772732DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-1301                TERMINAL                 CCN000015000000015000FN00000000020220501000015000NNM   20220301121453    4P0P  00001500000000487500000772732DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-4020                TERMINAL                 CCN000054000000054000FN00000000020220501000054000NNM   20220301121453    4P0P  00001350000000513000000798232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-4020                TERMINAL                 CCN000054000000054000FN00000000020220501000054000NNM   20220301121453    4P0P  00001350000000513000000798232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-4022                TERMINAL                 CCN000033750000040500FN00000000020220501000040500NNM   20220301121453    4P0P  00001350000000618300000903532DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-4022                TERMINAL                 CCN000033750000040500FN00000000020220501000040500NNM   20220301121453    4P0P  00001350000000618300000903532DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-4025                TERMINAL                 CCN000336000000336000FN00000000020220501000336000NNM   20220301121453    4P0P  00001600000000644800000975132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077116-4025                TERMINAL                 CCN000336000000336000FN00000000020220501000336000NNM   20220301121453    4P0P  00001600000000644800000975132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-4026                TERMINAL                 CCN000208000000208000FN00000000020220501000208000NNM   20220301121453    4P0P  00001600000000664000000994332DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077116-4026                TERMINAL                 CCN000208000000208000FN00000000020220501000208000NNM   20220301121453    4P0P  00001600000000664000000994332DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-4032                TERMINAL                 CCN000093000000096000FN00000000020220501000096000NNM   20220301121453    4P0P  00000600000000532800000818032DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-4032                TERMINAL                 CCN000093000000096000FN00000000020220501000096000NNM   20220301121453    4P0P  00000600000000532800000818032DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-4037                TERMINAL                 CCN000072000000072000FN00000000020220501000072000NNM   20220301121453    4P0P  00000600000000600000000894232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-4037                TERMINAL                 CCN000072000000072000FN00000000020220501000072000NNM   20220301121453    4P0P  00000600000000600000000894232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-6042                TERMINAL                 CCN000039000000039000FN00000000020220501000039000NNM   20220301121453    4P0P  00000300000000523800000856132DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-6042                TERMINAL                 CCN000039000000039000FN00000000020220501000039000NNM   20220301121453    4P0P  00000300000000523800000856132DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317283-5830                CONNECTOR                CCN000018000000018000FN00000000020220501000018000NNM   20220301121453    1N47  00000600000000954000001104032DA    GBYIPLGB005500360039
BI00B32DA    SBT2205A       202204077283-5830                CONNECTOR                CCN000018000000018000FN00000000020220501000018000NNM   20220301121453    1N47  00000600000000954000001104032DA    GBYIPLGB005500360039
BI00B32DA    SBT2205        202203317283-5845                CONNECTOR HOUSING        CCN000048000000048000FN00000000020220501000048000NNM   20220301121453    1N0N  00000600000000444000000606332DA    GBYIPLGB005400370024
BI00B32DA    SBT2205A       202204077283-5845                CONNECTOR HOUSING        CCN000048000000048000FN00000000020220501000048000NNM   20220301121453    1N0N  00000600000000444000000606332DA    GBYIPLGB005400370024
BI00B32DA    SBT2205        202203317287-9234                JOINT CONNECTOR          CCN000062400000067200FN00000000020220501000067200NNM   20220301121453    4N0N  00000960000000893800001184832DA    GBYIPLGB005500360039
BI00B32DA    SBT2205        202203317017-1180-02             TERMINAL                 CCN000144000000144000FN00000000020220501000144000NNM   20220301121453    4P0P  00007200000001065600001229032DA    GBYIPLGB005100280028
BI00B32DA    SBT2205A       202204077017-1180-02             TERMINAL                 CCN000144000000144000FN00000000020220501000144000NNM   20220301121453    4P0P  00007200000001065600001229032DA    GBYIPLGB005100280028
BI00B32DA    SBT2205        202203317017-1182-02             TERMINAL                 CCN000022500000045000FN00000000020220501000045000NNM   20220301121453    4P0P  00004500000001165500001318632DA    GBYIPLGB005100280028
BI00B32DA    SBT2205A       202204077017-1182-02             TERMINAL                 CCN000022500000045000FN00000000020220501000045000NNM   20220301121453    4P0P  00004500000001165500001318632DA    GBYIPLGB005100280028
BI00B32DA    SBT2205        202203317114-4624-02             TERMINAL                 CCN000024000000024000FN00000000020220501000024000NNM   20220301121453    4P0P  00002400000000895200001188832DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-4624-02             TERMINAL                 CCN000024000000024000FN00000000020220501000024000NNM   20220301121453    4P0P  00002400000000895200001188832DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-4728-02             TERMINAL                 CCN000915000000930000FN00000000020220501000930000NNM   20220301121453    4P0P  00003000000000510000000804232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-4728-02             TERMINAL                 CCN000915000000930000FN00000000020220501000930000NNM   20220301121453    4P0P  00003000000000510000000804232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-4729-02             TERMINAL                 CCN000135000000150000FN00000000020220501000150000NNM   20220301121453    4P0P  00003000000000516000000810232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-4729-02             TERMINAL                 CCN000135000000150000FN00000000020220501000150000NNM   20220301121453    4P0P  00003000000000516000000810232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-5746-02             TERMINAL                 CCN000157500000168000FN00000000020220501000168000NNM   20220301121453    4P0P  00002100000000695100000988732DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-5746-02             TERMINAL                 CCN000157500000168000FN00000000020220501000168000NNM   20220301121453    4P0P  00002100000000695100000988732DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-5747-02             TERMINAL                 CCN000144000000144000FN00000000020220501000144000NNM   20220301121453    4P0P  00001800000000626400000920032DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-5747-02             TERMINAL                 CCN000144000000144000FN00000000020220501000144000NNM   20220301121453    4P0P  00001800000000626400000920032DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-5748-02             TERMINAL                 CCN000186000000192000FN00000000020220501000192000NNM   20220301121453    4P0P  00001200000000444000000737632DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-5748-02             TERMINAL                 CCN000186000000192000FN00000000020220501000192000NNM   20220301121453    4P0P  00001200000000444000000737632DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317114-5753-02             TERMINAL                 CCN000121500000135000FN00000000020220501000135000NNM   20220301121453    4P0P  00002700000000847800001141432DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-5753-02             TERMINAL                 CCN000121500000135000FN00000000020220501000135000NNM   20220301121453    4P0P  00002700000000847800001141432DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-1257-02             TERMINAL                 CCN000048000000048000FN00000000020220501000048000NNM   20220301121453    1P0P  00002400000000518400000847132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077116-1257-02             TERMINAL                 CCN000048000000048000FN00000000020220501000048000NNM   20220301121453    1P0P  00002400000000518400000847132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-4231-02             TERMINAL                 CCN000013000000026000FN00000000020220501000026000NNM   20220301121453    4P0P  00002600000000683800001012532DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077116-4231-02             TERMINAL                 CCN000013000000026000FN00000000020220501000026000NNM   20220301121453    4P0P  00002600000000683800001012532DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-4415-02             TERMINAL                 CCN000076000000076000FN00000000020220501000076000NNM   20220301121453    4P0P  00003800000000596600000925732DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077116-4415-02             TERMINAL                 CCN000076000000076000FN00000000020220501000076000NNM   20220301121453    4P0P  00003800000000596600000925732DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-4486-02             TERMINAL                 CCN000280000000280000FN00000000020220501000280000NNM   20220301121453    4P0P  00002800000000666400000995132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077116-4486-02             TERMINAL                 CCN000280000000280000FN00000000020220501000280000NNM   20220301121453    4P0P  00002800000000666400000995132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-5045-02             TERMINAL                 CCN000016000000016000FN00000000020220501000016000NNM   20220301121453    4P0P  00001600000000678400001007132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205A       202204077116-5045-02             TERMINAL                 CCN000016000000016000FN00000000020220501000016000NNM   20220301121453    4P0P  00001600000000678400001007132DA    GBYIPLGB006400630017
BI00B32DA    SBT2205        202203317116-5750-02             TERMINAL                 CCN000120000000120000FN00000000020220501000120000NNM   20220301121453    4P0P  00001500000000457500000742732DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-5750-02             TERMINAL                 CCN000030000000030000FN00000000020220501000030000NNM   20220301121453    4P0P  00001500000000457500000742732DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-5751-02             TERMINAL                 CCN000024000000024000FN00000000020220501000024000NNM   20220301121453    4P0P  00001200000000379200000664432DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-5751-02             TERMINAL                 CCN000048000000048000FN00000000020220501000048000NNM   20220301121453    4P0P  00001200000000379200000664432DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317116-5752-02             TERMINAL                 CCN000157500000168000FN00000000020220501000168000NNM   20220301121453    4P0P  00002100000000571200000856432DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077116-5752-02             TERMINAL                 CCN000157500000168000FN00000000020220501000168000NNM   20220301121453    4P0P  00002100000000571200000856432DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317158-3006-90             RUBBER STOPPER           CCN000380000000380000FN00000000020220501000380000NNM   20220301121453    1C0C  00002000000000330600000386032DA    GBYIPLGB002700430014
BI00B32DA    SBT2205A       202204077158-3006-90             RUBBER STOPPER           CCN000380000000380000FN00000000020220501000380000NNM   20220301121453    1C0C  00002000000000330600000386032DA    GBYIPLGB002700430014
BI00B32DA    SBT2205        202203317158-3009-60             RUBBER STOPPER           CCN000270000000280000FN00000000020220501000280000NNM   20220301121453    1C0C  00002000000000338000000386232DA    GBYIPLGB002700430014
BI00B32DA    SBT2205A       202204077158-3009-60             RUBBER STOPPER           CCN000270000000280000FN00000000020220501000280000NNM   20220301121453    1C0C  00002000000000338000000386232DA    GBYIPLGB002700430014
BI00B32DA    SBT2205        202203317158-3166-60             WIRE SEAL                CCN000120000000120000FN00000000020220501000120000NNM   20220301121453    1C0C  00004000000000104000000152432DA    GBYIPLGB002700430014
BI00B32DA    SBT2205A       202204077158-3166-60             WIRE SEAL                CCN000120000000120000FN00000000020220501000120000NNM   20220301121453    1C0C  00004000000000104000000152432DA    GBYIPLGB002700430014
BI00B32DA    SBT2205        202203317172-5540-80             SEALED WIRE SEAL         CCN000050000000060000FN00000000020220501000060000NNM   20220301121453    1C0C  00002000000000186000000234432DA    GBYIPLGB004300270014
BI00B32DA    SBT2205A       202204077172-5540-80             SEALED WIRE SEAL         CCN000050000000060000FN00000000020220501000060000NNM   20220301121453    1C0C  00002000000000186000000234432DA    GBYIPLGB004300270014
BI00B32DA    SBT2205        202203317196-0805-02             TERMINAL FEMALE          CCN000033750000045000FN00000000020220501000045000NNM   20220301121453    4P0P  00002250000000558000000843232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077196-0805-02             TERMINAL FEMALE          CCN000033750000045000FN00000000020220501000045000NNM   20220301121453    4P0P  00002250000000558000000843232DA    GBYIPLGB006400630015
BI00B32DA    SBT2205        202203317283-5830-30             CONNECTOR                CCN000021000000024000FN00000000020220501000024000NNM   20220301121453    1N0N  00000600000000954000001104032DA    GBYIPLGB005500360039
BI00B32DA    SBT2205A       202204077283-5830-30             CONNECTOR                CCN000021000000024000FN00000000020220501000024000NNM   20220301121453    1N0N  00000600000000954000001104032DA    GBYIPLGB005500360039
BI00B32DA    SBT2205        202203317288-3329-30             HOUSING MALE             CCN000018000000018000FN00000000020220501000018000NNM   20220301121453    4N0N  00000150000000866100001011132DA    GBYIPLGB005400370024
BI00B32DA    SBT2205A       202204077288-3329-30             HOUSING MALE             CCN000018000000018000FN00000000020220501000018000NNM   20220301121453    4N0N  00000150000000866100001011132DA    GBYIPLGB005400370024
BI00B32DA    SBT2205        202203317288-3331-30             HOUSING MALE             CCN000018750000019500FN00000000020220501000019500NNM   20220301121453    4N0N  00000150000000866000001010932DA    GBYIPLGB005400370024
BI00B32DA    SBT2205A       202204077288-3331-30             HOUSING MALE             CCN000018750000019500FN00000000020220501000019500NNM   20220301121453    4N0N  00000150000000866000001010932DA    GBYIPLGB005400370024
BI00B32DA    SBT2205        202203317288-3336-30             HOUSING MALE             CCN000019500000019500FN00000000020220501000019500NNM   20220301121453    4N0N  00000150000000867000001012032DA    GBYIPLGB005400370024
BI00B32DA    SBT2205A       202204077288-3336-30             HOUSING MALE             CCN000019500000019500FN00000000020220501000019500NNM   20220301121453    4N0N  00000150000000867000001012032DA    GBYIPLGB005400370024
BI00B32DA    SBT2205        202203317288-3337-30             HOUSING MALE             CCN000018750000019500FN00000000020220501000019500NNM   20220301121453    4N0N  00000150000000867000001012032DA    GBYIPLGB005400370024
BI00B32DA    SBT2205A       202204077288-3337-30             HOUSING MALE             CCN000018750000019500FN00000000020220501000019500NNM   20220301121453    4N0N  00000150000000867000001012032DA    GBYIPLGB005400370024
BI00B32DA    SBT2205        202203317289-3342-30             HOUSING FEMALE ASS'Y     CCN000114000000115200FN00000000020220501000115200NNM   20220301121453    1N0N  00000240000000686400000901432DA    GBYIPLGB005500360039
BI00B32DA    SBT2205A       202204077289-3342-30             HOUSING FEMALE ASS'Y     CCN000114000000115200FN00000000020220501000115200NNM   20220301121453    1N0N  00000240000000686400000901432DA    GBYIPLGB005500360039
BI00B32DA    SBT2205        202203317286-3885-40             CONNECTOR MALE ASS'Y     CCN000047575000048000FN00000000020220501000048000NNM   20220301121453    1N0N  00000120000000910600001130632DA    GBYIPLGB005500360039
BI00B32DA    SBT2205A       202204077286-3885-40             CONNECTOR MALE ASS'Y     CCN000047575000048000FN00000000020220501000048000NNM   20220301121453    1N0N  00000120000000910600001130632DA    GBYIPLGB005500360039
BI00B32DA    SBT2205        202203317287-3885-40             HYBRID FEMALE ASS'Y      CCN000016425000016800FN00000000020220501000016800NNM   20220301121453    1N0N  00000240000001029600001249632DA    GBYIPLGB005500360039
BI00B32DA    SBT2205A       202204077287-3885-40             HYBRID FEMALE ASS'Y      CCN000016425000016800FN00000000020220501000016800NNM   20220301121453    1N0N  00000240000001029600001249632DA    GBYIPLGB005500360039
BI00B32DA    SBT2205        202203317114-4415-02             TERMINAL MALE            CCN000013500000027000FN00000000020220501000027000NNM   20220301121453    4P0P  00002700000000429300000717532DA    GBYIPLGB006400630015
BI00B32DA    SBT2205A       202204077114-4415-02             TERMINAL MALE            CCN000013500000027000FN00000000020220501000027000NNM   20220301121453    4P0P  00002700000000429300000717532DA    GBYIPLGB006400630015
BI00B32DA    #SBT2205       202203317114-4022                TERMINAL                 CCN000037500000045000FN00000000020220501000045000NNM   20220301121453    2F0P  00001500000000708000001120632DA    GBYIPLGB006400630015
BI00B32DA    #SBT2205A      202204077114-4022                TERMINAL                 CCN000037500000045000FN00000000020220501000045000NNM   20220301121453    2F0P  00001500000000708000001120632DA    GBYIPLGB006400630015
BI00B32DA    #SBT2205       202203317116-4021                TERMINAL                 CCN000074250000081000FN00000000020220501000081000NNM   20220301121453    2F0P  00001350000000534600000868832DA    GBYIPLGB006400630015
BI00B32DA    #SBT2205A      202204077116-4021                TERMINAL                 CCN000074250000081000FN00000000020220501000081000NNM   20220301121453    2F0P  00001350000000534600000868832DA    GBYIPLGB006400630015
BI00B32DA    #SBT2205       202203317183-2414                CONNECTOR HOUSING        CCN000014400000014400FN00000000020220501000014400NNM   20220301121453    2F0F  00000480000000779200001061032DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205A      202204077183-2414                CONNECTOR HOUSING        CCN000014400000014400FN00000000020220501000014400NNM   20220301121453    2F0F  00000480000000779200001061032DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205       202203317189-3037                HOUSING FEMALE           CCN000016800000019200FN00000000020220501000019200NNM   20220301121453    2F0F  00000480000000806400001066432DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205A      202204077189-3037                HOUSING FEMALE           CCN000016800000019200FN00000000020220501000019200NNM   20220301121453    2F0F  00000480000000806400001066432DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205       202203317157-6826-80             REAR HOLDER              CCN000007500000015000FN00000000020220501000015000NNM   20220301121453    2F0F  00001500000001234500001394132DA    GBYIPLGB005600390040
BI00B32DA    #SBT2205A      202204077157-6826-80             REAR HOLDER              CCN000007500000015000FN00000000020220501000015000NNM   20220301121453    2F0F  00001500000001234500001394132DA    GBYIPLGB005600390040
BI00B32DA    #SBT2205       202203317158-3015-10             RUBBER STOPPER           CCN000075000000080000FN00000000020220501000080000NNM   20220301121453    2C0C  00001000000000419500000474032DA    GBYIPLGB002700430014
BI00B32DA    #SBT2205A      202204077158-3015-10             RUBBER STOPPER           CCN000075000000080000FN00000000020220501000080000NNM   20220301121453    2C0C  00001000000000419500000474032DA    GBYIPLGB002700430014
BI00B32DA    #SBT2205       202203317183-1616-30             CONNECTOR HOUSING        CCN000018000000019200FN00000000020220501000019200NNM   20220301121453    2F0F  00000240000000557500000837132DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205A      202204077183-1616-30             CONNECTOR HOUSING        CCN000018000000019200FN00000000020220501000019200NNM   20220301121453    2F0F  00000240000000557500000837132DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205       202203317183-2414-40             CONNECTOR HOUSING        CCN000016800000019200FN00000000020220501000019200NNM   20220301121453    2F0F  00000480000000777600000963632DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205A      202204077183-2414-40             CONNECTOR HOUSING        CCN000016800000019200FN00000000020220501000019200NNM   20220301121453    2F0F  00000480000000777600000963632DA    GBYIPLGB005500360039
BI00B32DA    #SBT2205       202203317183-7725-40             HOUSING                  CCN000018000000018000FN00000000020220501000018000NNM   20220301121453    2F0F  00000600000000840000001040032DA    GBYIPLGB005600390040
BI00B32DA    #SBT2205A      202204077183-7725-40             HOUSING                  CCN000018000000018000FN00000000020220501000018000NNM   20220301121453    2F0F  00000600000000840000001040032DA    GBYIPLGB005600390040
BI00B32DE    TCT2043        202203107116-4114-02             TERMINAL                 CCN000021000000021000FN00000000020220401000021000NNMD0020220301131319    4P0P  00001050000000693000000981232DE    TVYEV-TV006400630015
BI00B32DE    TCT204D        202203177114-4112-02             TERMINAL                 CCN000009000000009000FN00000000020220401000009000NNE   20220301121453    4P0P  00000900000000598500000927132DE    TVYEV-TV006400630017
BI00B32DE    TCT204D        202203177116-2641                TERMINAL                 CCN000018000000018000FN00000000020220401000018000NNE   20220301121453    4P0P  00001800000001161000001344632DE    TVYEV-TV005100280028
BI00B32DE    TCT204D        202203177116-4114-02             TERMINAL                 CCN000031500000031500FN00000000020220401000031500NNE   20220301121453    4P0P  00001050000000693000000981232DE    TVYEV-TV006400630015
BI00B32DE    TCT204D        202203177116-4115-02             TERMINAL                 CCN000008400000008400FN00000000020220401000008400NNE   20220301121453    4P0P  00000840000000593000000881232DE    TVYEV-TV006400630015
BI00B32DE    TCT204D        202203177283-3013-30             CONNECTOR                CCN000002000000002000FN00000000020220401000002000NNE   20220301121453    4N0N  00000200000001138000001284032DE    TVYEV-TV005600390040
BI00B32DE    TCT204E        202203247116-4114-02             TERMINAL                 CCN000021000000021000FN00000000020220401000021000NNE   20220301121453    4P0P  00001050000000693000000981232DE    TVYEV-TV006400630015
BI00B32DE    TCT204E        202203247283-5830-30             CONNECTOR                CCN000006000000006000FN00000000020220401000006000NNE   20220301121453    1N0N  00000600000000954000001104032DE    TVYEV-TV005500360039
BI00B32DE    TCT204E        202203247283-7526-30             CONNECTOR HOUSING        CCN000001960000001960FN00000000020220401000001960NNE   20220301121453    4N0N  00000196000000989800001248632DE    TVYEV-TV005500360039
BI00A32D1    #DFTC2217      202203107172-5630-40             RUBBER STOPPER           PCN000040000000040000FN00000000020220401000040000NNMD0020220301143210    2H0H  00002000000000044000000095132D1    TOYOT-K 004300270014
