BI00A1200    2399T51C15     202203257288-6547                CONNECTOR MALE ASS'Y     PCN000120000000120000FN00000000020220101000120000NNMM0020220301164603    4N0N  0000007500000120530000134031200    YCYC    005400370024
BI00B32N2    2152103861     202203247286-3970                CONNECTOR HOUSING        CCN000000550000000550FN00000000020220501000000550NNM   20220301150629    1N0N  00000011000000977300001164032N2    YWYIPLTC005500360039
BI00B32N2    2152103861     202203247370-0309                J/B ASS'Y                CCN000000576000000576FN00000000020220501000000576NNM   20220301150629    1J0J  00000001600000870400001260032N2    YWYIPLTC005500360039
BI00B32N2    2152103861     202203247370-0310                J/B ASS'Y                CCN000000640000000640FN00000000020220501000000640NNM   20220301150629    1J0J  00000001000000559000000809032N2    YWYIPLTC005500360039
BI00B32N2    2152103861     202203247017-1180-02             TERMINAL                 CCN000078000000144000FN00000000020220501000144000NNM   20220301150629    4P0P  00007200000001065600001229032N2    YWYIPLTC005100280028
BI00B32N2    2152103861     202203247114-4100-02             TERMINAL                 CCN000036000000036000FN00000000020220501000036000NNM   20220301150629    4P0P  00001800000000748800001077432N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247114-4110-02             TERMINAL                 CCN000015000000015000FN00000000020220501000015000NNM   20220301150629    4P0P  00001500000000901500001230132N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247114-4111-02             TERMINAL                 CCN000024000000024000FN00000000020220501000024000NNM   20220301150629    4P0P  00001200000000758400001087032N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247114-4112-02             TERMINAL                 CCN000054000000054000FN00000000020220501000054000NNM   20220301150629    4P0P  00000900000000598500000927132N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247114-4231-02             TERMINAL                 CCN000054000000054000FN00000000020220501000054000NNM   20220301150629    4P0P  00001800000000554400000848032N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-2893-02             TERMINAL                 CCN000012000000012000FN00000000020220501000012000NNM   20220301150629    4P0P  00001200000000895200001058632N2    YWYIPLTC005100280028
BI00B32N2    2152103861     202203247116-4100-02             TERMINAL                 CCN000135000000135000FN00000000020220501000135000NNM   20220301150629    4P0P  00001500000000696000000990232N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4101-02             TERMINAL                 CCN000024000000024000FN00000000020220501000024000NNM   20220301150629    4P0P  00001200000000582000000876232N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4102-02             TERMINAL                 CCN000072000000072000FN00000000020220501000072000NNM   20220301150629    4P0P  00001200000000553200000841432N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4103-02             TERMINAL                 CCN000048000000048000FN00000000020220501000048000NNM   20220301150629    4P0P  00001200000000571200000859432N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4110-02             TERMINAL                 CCN000153000000153000FN00000000020220501000153000NNM   20220301150629    4P0P  00000900000000594000000882232N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4111-02             TERMINAL                 CCN000067500000067500FN00000000020220501000067500NNM   20220301150629    4P0P  00000750000000529500000817732N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4112-02             TERMINAL                 CCN000072000000072000FN00000000020220501000072000NNM   20220301150629    4P0P  00000600000000450000000738232N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4120-02             TERMINAL                 CCN000018000000018000FN00000000020220501000018000NNM   20220301150629    4P0P  00000600000000780000001073632N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4121-02             TERMINAL                 CCN000013500000013500FN00000000020220501000013500NNM   20220301150629    4P0P  00000450000000618800000912432N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4122-02             TERMINAL                 CCN000045000000045000FN00000000020220501000045000NNM   20220301150629    4P0P  00000450000000656600000950232N2    YWYIPLTC006400630015
BI00B32N2    2152103863     202204077116-4122-02             TERMINAL                 CCN000004500000004500FN00000000020220501000004500NNM   20220301150629    4P0P  00000450000000656600000950232N2    YWYIPLTC006400630015
BI00B32N2    2152103864     202204077116-4122-02             TERMINAL                 CCN000004500000004500FN00000000020220501000004500NNM   20220301150629    4P0P  00000450000000656600000950232N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247116-4231-02             TERMINAL                 CCN000078000000078000FN00000000020220501000078000NNM   20220301150629    4P0P  00002600000000683800001012532N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247116-4416-02             TERMINAL                 CCN000032000000032000FN00000000020220501000032000NNM   20220301150629    4P0P  00003200000000518400000847132N2    YWYIPLTC006400630017
BI00B32N2    2152103862     202203317116-4416-02             TERMINAL                 CCN000064000000064000FN00000000020220501000064000NNM   20220301150629    4P0P  00003200000000518400000847132N2    YWYIPLTC006400630017
BI00B32N2    2152103863     202204077116-4416-02             TERMINAL                 CCN000064000000064000FN00000000020220501000064000NNM   20220301150629    4P0P  00003200000000518400000847132N2    YWYIPLTC006400630017
BI00B32N2    2152103864     202204077116-4416-02             TERMINAL                 CCN000064000000064000FN00000000020220501000064000NNM   20220301150629    4P0P  00003200000000518400000847132N2    YWYIPLTC006400630017
BI00B32N2    2152103861     202203247116-4780-02             TERMINAL FEMALE          CCN000015000000015000FN00000000020220501000015000NNM   20220301150629    4P0P  00001500000000691500000985732N2    YWYIPLTC006400630015
BI00B32N2    2152103861     202203247140-1977-30             UPPER COVER              CCN000000630000000630FN00000000020220501000000630NNM   20220301150629    1F0F  00000001000000099500000249532N2    YWYIPLTC005600390040
BI00B32N2    2152103861     202203247158-3167-80             WIRE SEAL                CCN000420000000420000FN00000000020220501000420000NNM   20220301150629    1C0C  00002000000000048000000109032N2    YWYIPLTC002700430014
BI00B32N2    2152103862     202203317158-3167-80             WIRE SEAL                CCN000260000000260000FN00000000020220501000260000NNM   20220301150629    1C0C  00002000000000048000000109032N2    YWYIPLTC002700430014
BI00B32N2    2152103863     202204077158-3167-80             WIRE SEAL                CCN000280000000280000FN00000000020220501000280000NNM   20220301150629    1C0C  00002000000000048000000109032N2    YWYIPLTC002700430014
BI00B32N2    2152103864     202204077158-3167-80             WIRE SEAL                CCN000240000000240000FN00000000020220501000240000NNM   20220301150629    1C0C  00002000000000048000000109032N2    YWYIPLTC002700430014
BI00B32N2    2152103864     202204077158-3169-40             SEALING PLUG             CCN000040000000040000FN00000000020220501000040000NNM   20220301150629    1C0C  00004000000000156000000204132N2    YWYIPLTC004300260014
BI00B32N2    2152103862     202203317283-8630                CONNECTOR ASS'Y          CCN000006000000006000FN00000000020220501000006000NNM   20220301150629    4N0N  00000600000000540000000701332N2    YWYIPLTC005400370024
BI00B32N2    2152103864     202204077283-8630                CONNECTOR ASS'Y          CCN000006000000006000FN00000000020220501000006000NNM   20220301150629    4N0N  00000600000000540000000701332N2    YWYIPLTC005400370024
BI00B32N2    #2152103861    202203247116-4021                TERMINAL                 CCN000162000000162000FN00000000020220501000162000NNM   20220301150620    2F0P  00001350000000534600000868832N2    YWYIPLTC006400630015
BI00B32N2    #2152103861    202203247157-3821                RUBBER STOPPER           CCN000060000000060000FN00000000020220501000060000NNM   20220301150620    2C0C  00002000000000176000000238032N2    YWYIPLTC002700430014
BI00B32N2    #2152103862    202203317157-3821                RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301150620    2C0C  00002000000000176000000238032N2    YWYIPLTC002700430014
BI00B32N2    #2152103863    202204077157-3821                RUBBER STOPPER           CCN000020000000020000FN00000000020220501000020000NNM   20220301150620    2C0C  00002000000000176000000238032N2    YWYIPLTC002700430014
BI00B32N2    #2152103861    202203247157-7812                SEAL RUBBER              CCN000160000000160000FN00000000020220501000160000NNM   20220301150620    2C0C  00001000000000137000000202032N2    YWYIPLTC002700430014
BI00B32N2    #2152103862    202203317157-7812                SEAL RUBBER              CCN000020000000020000FN00000000020220501000020000NNM   20220301150620    2C0C  00001000000000137000000202032N2    YWYIPLTC002700430014
BI00B32N2    #2152103863    202204077157-7812                SEAL RUBBER              CCN000030000000030000FN00000000020220501000030000NNM   20220301150620    2C0C  00001000000000137000000202032N2    YWYIPLTC002700430014
BI00B32N2    #2152103864    202204077157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020220501000010000NNM   20220301150620    2C0C  00001000000000137000000202032N2    YWYIPLTC002700430014
BI00B32N2    #2152103861    202203247173-1070                CONNECTOR BRACKET        CCN000001200000001200FN00000000020220501000001200NNM   20220301150620    2F0F  00000120000000592400000968332N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247173-1516                SIDE BRACKET             CCN000000600000000600FN00000000020220501000000600NNM   20220301150620    2F0F  00000060000000960000001090032N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247174-0152                CONNECTOR                CCN000000700000000700FN00000000020220501000000700NNM   20220301150620    2F0F  00000035000000746400000918632N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247183-2412                HOUSING                  CCN000001600000001600FN00000000020220501000001600NNM   20220301150620    2F0F  00000160000001059200001245632N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247183-6320                HOUSING                  CCN000004800000004800FN00000000020220501000004800NNM   20220301150620    2F0F  00000480000000820800001103632N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247186-3971                CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150620    2F0F  00000240000001002200001191432N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247187-3356                JOINT CONNECTOR          CCN000007200000007200FN00000000020220501000007200NNM   20220301150620    2F0F  00000120000000759600001024432N2    YWYIPLTC005600390040
BI00B32N2    #2152103861    202203247187-3360                JOINT CONNECTOR          CCN000006000000006000FN00000000020220501000006000NNM   20220301150620    2F0F  00000120000000759600001026832N2    YWYIPLTC005600390040
BI00B32N2    #2152103861    202203247187-3970                CONNECTOR FLAME          CCN000001104000001104FN00000000020220501000001104NNM   20220301150620    2F0F  00000036800001414000001737332N2    YWYIPLTC005600390040
BI00B32N2    #2152103861    202203247187-3973                CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150620    2F0F  00000240000000901900001073132N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247282-3020                CONNECTOR                CCN000001000000001000FN00000000020220501000001000NNM   20220301150620    2N0N  00000100000000984000001145432N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247123-7564-40             CONNECTOR                CCN000002000000002000FN00000000020220501000002000NNM   20220301150620    2F0F  00000100000001301000001479032N2    YWYIPLTC005600390040
BI00B32N2    #2152103863    202204077123-7564-40             CONNECTOR                CCN000001000000001000FN00000000020220501000001000NNM   20220301150620    2F0F  00000100000001301000001479032N2    YWYIPLTC005600390040
BI00B32N2    #2152103864    202204077123-7564-40             CONNECTOR                CCN000001000000001000FN00000000020220501000001000NNM   20220301150620    2F0F  00000100000001301000001479032N2    YWYIPLTC005600390040
BI00B32N2    #2152103861    202203247140-1978-30             LOWER COVER              CCN000000760000000760FN00000000020220501000000760NNM   20220301150620    2F0F  00000000800000207100000395132N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247182-2411-40             CONNECTOR HOUSING        CCN000001200000001200FN00000000020220501000001200NNM   20220301150620    2F0F  00000120000001278800001568632N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247186-3975-80             CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150620    2F0F  00000240000001065100001236332N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247186-3976-60             CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150620    2F0F  00000240000001065100001236332N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247187-3358-30             JOINT CONNECTOR          CCN000001200000001200FN00000000020220501000001200NNM   20220301150620    2F0F  00000120000000673200000940432N2    YWYIPLTC005600390040
BI00B32N2    #2152103861    202203247187-3974-30             CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150620    2F0F  00000240000000907400001078632N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247187-3975-80             CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150620    2F0F  00000240000000915800001087032N2    YWYIPLTC005500360039
BI00B32N2    #2152103861    202203247187-3976-60             CONNECTOR HOUSING        CCN000002400000002400FN00000000020220501000002400NNM   20220301150620    2F0F  00000240000000902200001073332N2    YWYIPLTC005500360039
BI00B32N2    #2152103862    202203317282-6458-40             CONNECTOR                CCN000002000000002000FN00000000020220501000002000NNM   20220301150620    2N0N  00000100000001206000001350532N2    YWYIPLTC005500360039
BI00B32N2    #2152103863    202204077282-6458-40             CONNECTOR                CCN000003000000003000FN00000000020220501000003000NNM   20220301150620    2N0N  00000100000001206000001350532N2    YWYIPLTC005500360039
BI00B32N2    #2152103864    202204077282-6458-40             CONNECTOR                CCN000004000000004000FN00000000020220501000004000NNM   20220301150620    2N0N  00000100000001206000001350532N2    YWYIPLTC005500360039
BI00B32N2    @2152103861    202203247183-3190                JOINT CONNECTOR          CCN000007200000007200FN00000000020220501000007200NNM   20220301150626    3F0F  00000360000000457600000667832N2    YWYIPLTC005500360039
BI00B32N2    @2152103861    202203247283-1100                CONNECTOR ASS'Y          CCN000001600000001600FN00000000020220501000001600NNM   20220301150626    3N0N  00000160000000566500000799632N2    YWYIPLTC005500360039
BI00B32N3    NBT204 K       202203177114-4032                TERMINAL                 CCN000007500000007500FN00000000020220401000007500NNE   20220301131047    4P0P  00000750000000735000001063632N3    ABYIPL-B006400630017
BI00B32N3    NBT204 K       202203177114-6041                TERMINAL                 CCN000007200000007200FN00000000020220401000007200NNE   20220301131047    4P0P  00000360000000580700000824232N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-6042                TERMINAL                 CCN000009000000009000FN00000000020220401000009000NNE   20220301131047    4P0P  00000300000000523800000856132N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177282-4577                HOUSING MALE ASS'Y       CCN000004800000004800FN00000000020220401000004800NNE   20220301131047    4N0N  00000240000000964800001174832N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177282-4854                HOUSING MALE ASS'Y       CCN000001200000001200FN00000000020220401000001200NNE   20220301131047    4N0N  00000120000000698900000908832N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177283-1156                CONNECTOR                CCN000002400000002400FN00000000020220401000002400NNE   20220301131047    4N0N  00000080000000877600001078032N3    ABYIPL-B005600390040
BI00B32N3    NBT204 K       202203177283-1288                CONNECTOR HOUSING        CCN000002400000002400FN00000000020220401000002400NNE   20220301131047    4N0N  00000120000001381000001637032N3    ABYIPL-B005600390040
BI00B32N3    NBT204 K       202203177283-1289                CONNECTOR HOUSING        CCN000004500000004800FN00000000020220401000004800NNE   20220301131047    1N0N  00000060000000676200000817632N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177283-4576                HOUSING FEMALE ASS'Y     CCN000019200000019200FN00000000020220401000019200NNE   20220301131047    4N0N  00000480000000651300000871332N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177283-4578                HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220401000002400NNE   20220301131047    4N0N  00000240000000837600001057632N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177283-4855                CONNECTOR HOUSING        CCN000012000000012000FN00000000020220401000012000NNE   20220301131047    4N0N  00000240000001188400001400032N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177283-5845                CONNECTOR HOUSING        CCN000006000000006000FN00000000020220401000006000NNE   20220301131047    1N0N  00000600000000444000000606332N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177283-7029                CONNECTOR                CCN000006000000006000FN00000000020220401000006000NNE   20220301131047    1N0N  00000600000001060200001181032N3    ABYIPL-B005600390023
BI00B32N3    NBT204 K       202203177286-1915                CONNECTOR SUB ASSY       CCN000004800000004800FN00000000020220401000004800NNE   20220301131047    4N0N  00000160000000965600001165632N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177286-3885                CONNECTOR MALE ASS'Y     CCN000003600000003600FN00000000020220401000003600NNE   20220301131047    1N0N  00000120000000910600001130632N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177286-4097                CONNECTOR MALE ASS'Y     CCN000006400000006400FN00000000020220401000006400NNE   20220301131047    1N0N  00000160000000768000000978032N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-1915                CONNECTOR ASS'Y          CCN000007200000007200FN00000000020220401000007200NNE   20220301131047    4N0N  00000240000000666500000923132N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-2705                HOUSING FEMALE ASS'Y     CCN000009600000009600FN00000000020220401000009600NNE   20220301131047    1N0N  00000960000000614400000834432N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-3885                HYBRID FEMALE ASS'Y      CCN000007200000007200FN00000000020220401000007200NNE   20220301131047    1N0N  00000240000001029600001249632N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-8072                HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220401000004800NNE   20220301131047    1N0N  00000240000001221600001441632N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-8073                HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220401000007200NNE   20220301131047    1N0N  00000240000001166400001386432N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-8999                HOUSING FEMALE ASS'Y     CCN000004800000004800FN00000000020220401000004800NNE   20220301131047    1N0N  00000480000001228800001448832N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-9234                JOINT CONNECTOR          CCN000009600000009600FN00000000020220401000009600NNE   20220301131047    4N0N  00000960000000893800001184832N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177287-9323                UNSEALED HOUSING SUB     CCN000007200000007200FN00000000020220401000007200NNE   20220301131047    1N0N  00000240000000537600000690032N3    ABYIPL-B005600390023
BI00B32N3    NBT204 K       202203177288-3206                HOUSING MALE ASS'Y       CCN000004080000004080FN00000000020220401000004080NNE   20220301131047    1N0N  00000102000000387600000787632N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177289-3342                HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220401000007200NNE   20220301131047    1N0N  00000240000000686400000901432N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177386-6939                CONNECTOR MALE ASS'Y     CCN000001800000001800FN00000000020220401000001800NNE   20220301131047    4N0N  00000090000001359900001486432N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177470-5403                J/B COMPLETE ASS'Y       CCN000000090000000090FN00000000020220401000000090NNE   20220301131047    4J0J  00000001000000247000000318032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177470-5653                J/B COMPLETE ASS'Y       CCN000000060000000060FN00000000020220401000000060NNE   20220301131047    4J0J  00000001000000494000000661032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177470-5940                J/B COMPLETE ASS'Y       CCN000000270000000270FN00000000020220401000000270NNE   20220301131047    4J0J  00000001000000494000000661032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177470-6015                J/B COMPLETE ASS'Y       CCN000000560000000560FN00000000020220401000000560NNE   20220301131047    4J0J  00000001000000494000000661032N3    ABYIPL-B005400360024
BI00B32N3    NBT204 K       202203177470-6016                J/B COMPLETE ASS'Y       CCN000000430000000430FN00000000020220401000000430NNE   20220301131047    4J0J  00000001000000494000000661032N3    ABYIPL-B005400360024
BI00B32N3    NBT204 K       202203177114-4728-02             TERMINAL                 CCN000240000000240000FN00000000020220401000240000NNE   20220301131047    4P0P  00003000000000510000000804232N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177114-4729-02             TERMINAL                 CCN000090000000090000FN00000000020220401000090000NNE   20220301131047    4P0P  00003000000000516000000810232N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177114-5096-02             TERMINAL                 CCN000030000000030000FN00000000020220401000030000NNE   20220301131047    4P0P  00003000000000498000000792232N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177114-5746-02             TERMINAL                 CCN000063000000063000FN00000000020220401000063000NNE   20220301131047    4P0P  00002100000000695100000988732N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-2891-02             TERMINAL                 CCN000015000000015000FN00000000020220401000015000NNE   20220301131047    4P0P  00001500000000982500001145932N3    ABYIPL-B005100280028
BI00B32N3    NBT204 K       202203177116-2893-02             TERMINAL                 CCN000036000000036000FN00000000020220401000036000NNE   20220301131047    4P0P  00001200000000895200001058632N3    ABYIPL-B005100280028
BI00B32N3    NBT204 K       202203177116-3153-08             TERMINAL                 CCN000027000000027000FN00000000020220401000027000NNE   20220301131047    4P0P  00002700000000461700000746932N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-4028-08             TERMINAL FEMALE          CCN000032000000032000FN00000000020220401000032000NNE   20220301131047    4P0P  00001600000000652800000981532N3    ABYIPL-B006400630017
BI00B32N3    NBT204 K       202203177116-4486-02             TERMINAL                 CCN000056000000056000FN00000000020220401000056000NNE   20220301131047    4P0P  00002800000000666400000995132N3    ABYIPL-B006400630017
BI00B32N3    NBT204 K       202203177116-5035-02             TERMINAL                 CCN000030000000030000FN00000000020220401000030000NNE   20220301131047    4P0P  00001500000000543000000828232N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-5041-02             TERMINAL                 CCN000105000000105000FN00000000020220401000105000NNE   20220301131047    4P0P  00001500000000583500000868732N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-5042-02             TERMINAL                 CCN000054000000054000FN00000000020220401000054000NNE   20220301131047    4P0P  00001350000000560300000845532N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-5043-02             TERMINAL FEMALE          CCN000012000000012000FN00000000020220401000012000NNE   20220301131047    4P0P  00001200000000559200000844432N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-5044-02             TERMINAL                 CCN000144000000144000FN00000000020220401000144000NNE   20220301131047    4P0P  00001600000000641600000986332N3    ABYIPL-B006400630017
BI00B32N3    NBT204 K       202203177116-5045-02             TERMINAL                 CCN000064000000064000FN00000000020220401000064000NNE   20220301131047    4P0P  00001600000000678400001007132N3    ABYIPL-B006400630017
BI00B32N3    NBT204 K       202203177116-5046-02             TERMINAL                 CCN000036000000036000FN00000000020220401000036000NNE   20220301131047    4P0P  00001200000000544800000873532N3    ABYIPL-B006400630017
BI00B32N3    NBT204 K       202203177116-5097-02             TERMINAL                 CCN000022500000022500FN00000000020220401000022500NNE   20220301131047    4P0P  00002250000000531000000816232N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-5750-02             TERMINAL                 CCN000075000000075000FN00000000020220401000075000NNE   20220301131047    4P0P  00001500000000457500000742732N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177116-5752-02             TERMINAL                 CCN000126000000126000FN00000000020220401000126000NNE   20220301131047    4P0P  00002100000000571200000856432N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177126-8854-02             TERMINAL                 CCN000037500000037500FN00000000020220401000037500NNE   20220301131047    4P0P  00000750000000604500000889732N3    ABYIPL-B006400630015
BI00B32N3    NBT204 K       202203177158-3006-90             RUBBER STOPPER           CCN000100000000100000FN00000000020220401000100000NNE   20220301131047    1C0C  00002000000000330600000386032N3    ABYIPL-B002700430014
BI00B32N3    NBT204 K       202203177158-3009-60             RUBBER STOPPER           CCN000080000000080000FN00000000020220401000080000NNE   20220301131047    1C0C  00002000000000338000000386232N3    ABYIPL-B002700430014
BI00B32N3    NBT204 K       202203177282-8120-40             CONNECTOR HOUSING        CCN000012000000012000FN00000000020220401000012000NNE   20220301131047    1N0N  00000300000001356000001520032N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177283-1289-40             CONNECTOR HOUSING        CCN000002000000002400FN00000000020220401000002400NNE   20220301131047    1N0N  00000060000000679800000824832N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177283-4577-30             CONNECTOR HOUSING        CCN000004800000004800FN00000000020220401000004800NNE   20220301131047    4N0N  00000480000000916800001136832N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177283-6175-30             HOUSING FEMALE ASS'Y     CCN000003000000003000FN00000000020220401000003000NNE   20220301131047    4N0N  00000100000000372000000554532N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177283-7526-40             CONNECTOR HOUSING        CCN000001960000001960FN00000000020220401000001960NNE   20220301131047    4N0N  00000196000000989800001248632N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177288-3329-30             HOUSING MALE             CCN000009000000009000FN00000000020220401000009000NNE   20220301131047    4N0N  00000150000000866100001011132N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3330-30             HOUSING MALE             CCN000001500000001500FN00000000020220401000001500NNE   20220301131047    4N0N  00000150000000866300001011232N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3331-30             HOUSING MALE             CCN000001500000001500FN00000000020220401000001500NNE   20220301131047    4N0N  00000150000000866000001010932N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3332-30             HOUSING MALE             CCN000010500000010500FN00000000020220401000010500NNE   20220301131047    4N0N  00000150000000860700001005732N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3334-30             HOUSING MALE             CCN000006000000006000FN00000000020220401000006000NNE   20220301131047    4N0N  00000150000000867000001012032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3335-30             HOUSING MALE             CCN000001500000001500FN00000000020220401000001500NNE   20220301131047    4N0N  00000150000000867000001012032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3336-30             HOUSING MALE             CCN000001500000001500FN00000000020220401000001500NNE   20220301131047    4N0N  00000150000000867000001012032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3337-30             HOUSING MALE             CCN000001500000001500FN00000000020220401000001500NNE   20220301131047    4N0N  00000150000000867000001012032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3338-30             HOUSING MALE             CCN000003000000003000FN00000000020220401000003000NNE   20220301131047    4N0N  00000150000000866100001012032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3339-30             HOUSING MALE             CCN000007500000007500FN00000000020220401000007500NNE   20220301131047    4N0N  00000150000000867000001012032N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177288-3340-30             HOUSING MALE             CCN000003000000003000FN00000000020220401000003000NNE   20220301131047    4N0N  00000150000000861500001006432N3    ABYIPL-B005400370024
BI00B32N3    NBT204 K       202203177289-3342-30             HOUSING FEMALE ASS'Y     CCN000069600000069600FN00000000020220401000069600NNE   20220301131047    1N0N  00000240000000686400000901432N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177289-3342-40             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020220401000002400NNE   20220301131047    1N0N  00000240000000686400000901432N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177289-3342-90             HOUSING FEMALE ASS'Y     CCN000007200000007200FN00000000020220401000007200NNE   20220301131047    1N0N  00000240000000686400000901432N3    ABYIPL-B005500360039
BI00B32N3    NBT204 K       202203177388-2978-30             HOUSING MALE ASS'Y       CCN000004800000004800FN00000000020220401000004800NNE   20220301131047    1N0N  00000048000000742000001122032N3    ABYIPL-B005500360039
