BI00B32AF    @TTB203D       20220318181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000007000000007000FN00000000020220301000007000NNE   20220215151110    1W    00000025000002778200000000032AF    HBYHVTB 000000000000UT123003
BI00B32W4    4500189218     2022041218018404152              CAVS 1.25 P              CCN000005600000005600FN00000000020220401000005600NNE   20220215154759W41 1W    00000080000001378000000000032W41   HJYHK-J 000000000000OW523050
BI00B32W4    4500189218     2022041218018404160              CAVS 1.25 G              CCN000009600000009600FN00000000020220401000009600NNE   20220215154759W41 1W    00000080000001378000000000032W41   HJYHK-J 000000000000OW523046
BI00B32W4    4500189218     2022041218018404150              CAVS 1.25 R              CCN000005600000005600FN00000000020220401000005600NNE   20220215154759W41 1W    00000080000001378000000000032W41   HJYHK-J 000000000000OW523051
BI00B32W4    4500189218     2022041218018404190              CAVS 1.25 L              CCN000005600000005600FN00000000020220401000005600NNE   20220215154759W41 1W    00000080000001378000000000032W41   HJYHK-J 000000000000OW523048
BI00B32W4    4500189218     2022041218018404192              CAVS 1.25 V              CCN000005600000005600FN00000000020220401000005600NNE   20220215154759W41 1W    00000080000001378000000000032W41   HJYHK-J 000000000000OW523052
BI00B32W4    4500189218     2022041218001403960              AV 0.5F G                CCN000001000000001000FN00000000020220401000001000NNE   20220215154759W41 1W    00000100000000903000000000032W41   HJYHK-J 000000000000OW523001
BI00B32W4    4500189218     2022041218018403953              CAVS 0.5 R/B             CCN000001500000001500FN00000000020220401000001500NNE   20220215154759W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OW523026
BI00B32W4    4500189218     2022041218018403955              CAVS 0.5 R/LG            CCN000003000000003000FN00000000020220401000003000NNE   20220215154759W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OW523027
BI00B32W4    4500189218     2022041218018403954              CAVS 0.5 R/W             CCN000001500000001500FN00000000020220401000001500NNE   20220215154759W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OW523028
BI00B32W4    4500189218     2022041218018403983              CAVS 0.5 BR/B            CCN000001500000001500FN00000000020220401000001500NNE   20220215154759W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OW523017
BI00B32W4    4500189218     2022041218018403985              CAVS 0.5 BR/R            CCN000001500000001500FN00000000020220401000001500NNE   20220215154759W41 1W    00000150000000677000000000032W41   HJYHK-J 000000000000OW523018
BI00B32W4    4500189230     2022041218018403791              CAVS 0.3 SB              CCN000036000000036000FN00000000020220401000036000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523019
BI00B32W4    4500189230     2022041218018403740              CAVS 0.3 W               CCN000020000000020000FN00000000020220401000020000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523021
BI00B32W4    4500189230     2022041218018403730              CAVS 0.3 B               CCN000070000000070000FN00000000020220401000070000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523005
BI00B32W4    4500189230     2022041218018403750              CAVS 0.3 R               CCN000042000000042000FN00000000020220401000042000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523016
BI00B32W4    4500189230     2022041218018403752              CAVS 0.3 P               CCN000014000000014000FN00000000020220401000014000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523015
BI00B32W4    4500189230     2022041218018403760              CAVS 0.3 G               CCN000036000000036000FN00000000020220401000036000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523007
BI00B32W4    4500189230     2022041218018403770              CAVS 0.3 Y               CCN000038000000038000FN00000000020220401000038000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523023
BI00B32W4    4500189230     2022041218018403780              CAVS 0.3 BR              CCN000016000000016000FN00000000020220401000016000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523006
BI00B32W4    4500189230     2022041218018403790              CAVS 0.3 L               CCN000036000000036000FN00000000020220401000036000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523010
BI00B32W4    4500189230     2022041218018403792              CAVS 0.3 V               CCN000066000000066000FN00000000020220401000066000NNE   20220215154800W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX523020
