BI00B1200    2399T51815     202111257289-5979-30             HOUSING FEMALE ASS'Y     CCN000014616000008820FN00000000020211001000008820NNM00020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    7242T51907     202112027289-3342-40             HOUSING FEMALE ASS'Y     CCN000024000000009600FN00000000020211001000009600NNE00020211124175127    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00A1200    2399T51815     202111237289-5979-30             HOUSING FEMALE ASS'Y     PCN000008820000002520FY00000252020211001000000000NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51815     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000002520000002772FN00000000020211001000002772NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51813     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000007560000001260FN00000000020211001000001260NNMD0220211124150620    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    2399T51C16     202201067289-4212-80             SEALED HOUSING ASS'Y     CCN000018000000018000FN00000000020220101000018000NNM   20211124122808    4N0N  0000020000000084860000097861200    YCYC    005400370024
BI00B1200    2399T51C17     202201137289-4212-80             SEALED HOUSING ASS'Y     CCN000016000000016000FN00000000020220101000016000NNM   20211124122808    4N0N  0000020000000084860000097861200    YCYC    005400370024
BI00B1200    2399T51C15     202112237289-5979-30             HOUSING FEMALE ASS'Y     CCN000024192000024192FN00000000020220101000024192NNM   20211124122808    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    2399T51C16     202201067289-5979-30             HOUSING FEMALE ASS'Y     CCN000024192000024192FN00000000020220101000024192NNM   20211124122808    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    2399T51C17     202201137289-5979-30             HOUSING FEMALE ASS'Y     CCN000023940000023940FN00000000020220101000023940NNM   20211124122808    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00B1200    2399T51C15     202112237289-6159-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000109500000137501200    YCYC    005500360039
BI00B1200    2399T51C16     202201067289-6159-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000109500000137501200    YCYC    005500360039
BI00B1200    2399T51C17     202201137289-6159-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000109500000137501200    YCYC    005500360039
BI00B1200    2399T51C15     202112237289-6160-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000001600000103740000132041200    YCYC    005500360039
BI00B1200    2399T51C16     202201067289-6160-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000001600000103740000132041200    YCYC    005500360039
BI00B1200    2399T51C17     202201137289-6160-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000001600000103740000132041200    YCYC    005500360039
BI00B1200    2399T51C15     202112237289-6518-30             HOUSING FEMALE ASS'Y     CCN000008400000008400FN00000000020220101000008400NNM   20211124122808    1N0N  0000012000000082920000104921200    YCYC    005500360039
BI00B1200    2399T51C16     202201067289-6518-30             HOUSING FEMALE ASS'Y     CCN000008400000008400FN00000000020220101000008400NNM   20211124122808    1N0N  0000012000000082920000104921200    YCYC    005500360039
BI00B1200    2399T51C17     202201137289-6518-30             HOUSING FEMALE ASS'Y     CCN000008400000008400FN00000000020220101000008400NNM   20211124122808    1N0N  0000012000000082920000104921200    YCYC    005500360039
BI00B1200    2399T51C15     202112237289-6523-30             HOUSING FEMALE ASS'Y     CCN000001680000001680FN00000000020220101000001680NNM   20211124122808    4N0N  0000002400000129050000162051200    YCYC    005500360039
BI00B1200    2399T51C16     202201067289-6523-30             HOUSING FEMALE ASS'Y     CCN000001680000001680FN00000000020220101000001680NNM   20211124122808    4N0N  0000002400000129050000162051200    YCYC    005500360039
BI00B1200    2399T51C17     202201137289-6523-30             HOUSING FEMALE ASS'Y     CCN000001680000001680FN00000000020220101000001680NNM   20211124122808    4N0N  0000002400000129050000162051200    YCYC    005500360039
BI00B1200    #2399T51C15    202112237289-2912-40             HOUSING FEMALE ASS'Y     CCN000012000000012000FN00000000020220101000012000NNM   20211124122808    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T51C16    202201067289-2912-40             HOUSING FEMALE ASS'Y     CCN000010000000010000FN00000000020220101000010000NNM   20211124122808    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T51C17    202201137289-2912-40             HOUSING FEMALE ASS'Y     CCN000010000000010000FN00000000020220101000010000NNM   20211124122808    2N0N  0000020000000080400000093101200    YCYC    005400370024
BI00B1200    #2399T51C15    202112237289-2913-30             HOUSING FEMALE ASS'Y     CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    2N0N  0000015000000090750000103451200    YCYC    005400360024
BI00B1200    #2399T51C16    202201067289-2913-30             HOUSING FEMALE ASS'Y     CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    2N0N  0000015000000090750000103451200    YCYC    005400360024
BI00B1200    #2399T51C17    202201137289-2913-30             HOUSING FEMALE ASS'Y     CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    2N0N  0000015000000090750000103451200    YCYC    005400360024
BI00B1200    #2399T51C15    202112237289-3622-30             HOUSING FEMALE ASS'Y     CCN000000864000000864FN00000000020220101000000864NNM   20211124122808    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T51C16    202201067289-3622-30             HOUSING FEMALE ASS'Y     CCN000000864000000864FN00000000020220101000000864NNM   20211124122808    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T51C17    202201137289-3622-30             HOUSING FEMALE ASS'Y     CCN000000864000000864FN00000000020220101000000864NNM   20211124122808    2N0N  0000004320000083940000103841200    YCYC    005400370024
BI00B1200    #2399T51C15    202112237289-4200-30             HOUSING FEMALE ASS'Y     CCN000050000000050000FN00000000020220101000050000NNM   20211124122808    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    #2399T51C16    202201067289-4200-30             HOUSING FEMALE ASS'Y     CCN000050000000050000FN00000000020220101000050000NNM   20211124122808    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    #2399T51C17    202201137289-4200-30             HOUSING FEMALE ASS'Y     CCN000050000000050000FN00000000020220101000050000NNM   20211124122808    2N0N  0000020000000092600000102101200    YCYC    005400370024
BI00B1200    2399T51C20     202112237289-6524-30             HOUSING FEMALE ASS'Y     CCN000003120000003120FN00000000020220101000003120NNM   20211124122808    4N0N  0000002400000135120000166621200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-6524-30             HOUSING FEMALE ASS'Y     CCN000003120000003120FN00000000020220101000003120NNM   20211124122808    4N0N  0000002400000135120000166621200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-6524-30             HOUSING FEMALE ASS'Y     CCN000003120000003120FN00000000020220101000003120NNM   20211124122808    4N0N  0000002400000135120000166621200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-6524-30             HOUSING FEMALE ASS'Y     CCN000003120000003120FN00000000020220101000003120NNM   20211124122808    4N0N  0000002400000135120000166621200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-6547                HOUSING FEMALE ASS'Y     CCN000172800000172800FN00000000020220101000172800NNM   20211124122808    1N0N  0000024000000115200000136201200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-6547                HOUSING FEMALE ASS'Y     CCN000172800000172800FN00000000020220101000172800NNM   20211124122808    1N0N  0000024000000115200000136201200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-6547                HOUSING FEMALE ASS'Y     CCN000172800000172800FN00000000020220101000172800NNM   20211124122808    1N0N  0000024000000115200000136201200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-6547                HOUSING FEMALE ASS'Y     CCN000172800000172800FN00000000020220101000172800NNM   20211124122808    1N0N  0000024000000115200000136201200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-6597-70             HOUSING FEMALE ASS'Y     CCN000010800000010800FN00000000020220101000010800NNM   20211124122808    4N0N  0000021600000128950000153951200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-6597-70             HOUSING FEMALE ASS'Y     CCN000010800000010800FN00000000020220101000010800NNM   20211124122808    4N0N  0000021600000128950000153951200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-6597-70             HOUSING FEMALE ASS'Y     CCN000008640000008640FN00000000020220101000008640NNM   20211124122808    4N0N  0000021600000128950000153951200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-6597-70             HOUSING FEMALE ASS'Y     CCN000008640000008640FN00000000020220101000008640NNM   20211124122808    4N0N  0000021600000128950000153951200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-6868-30             SEALED ASSY FEMALE       CCN000017640000017640FN00000000020220101000017640NNM   20211124122808    4N0N  0000025200000083920000111921200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-6868-30             SEALED ASSY FEMALE       CCN000015120000015120FN00000000020220101000015120NNM   20211124122808    4N0N  0000025200000083920000111921200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-6868-30             SEALED ASSY FEMALE       CCN000015120000015120FN00000000020220101000015120NNM   20211124122808    4N0N  0000025200000083920000111921200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-6868-30             SEALED ASSY FEMALE       CCN000015120000015120FN00000000020220101000015120NNM   20211124122808    4N0N  0000025200000083920000111921200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-7212-30             HOUSING FEMALE ASS'Y     CCN000008160000008160FN00000000020220101000008160NNM   20211124122808    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-7212-30             HOUSING FEMALE ASS'Y     CCN000008160000008160FN00000000020220101000008160NNM   20211124122808    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-7212-30             HOUSING FEMALE ASS'Y     CCN000008160000008160FN00000000020220101000008160NNM   20211124122808    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-7212-30             HOUSING FEMALE ASS'Y     CCN000008160000008160FN00000000020220101000008160NNM   20211124122808    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-7970                HYBRID FEMALE ASS'Y      CCN000005120000005120FN00000000020220101000005120NNM   20211124122808    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T51C21     202201067289-7970                HYBRID FEMALE ASS'Y      CCN000005120000005120FN00000000020220101000005120NNM   20211124122808    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T51C22     202201137289-7970                HYBRID FEMALE ASS'Y      CCN000005120000005120FN00000000020220101000005120NNM   20211124122808    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T51C23     202201207289-7970                HYBRID FEMALE ASS'Y      CCN000005120000005120FN00000000020220101000005120NNM   20211124122808    1N0N  0000003200000073820000096471200    YCYC    005400370024
BI00B1200    2399T51C20     202112237289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020220101000005880NNM   20211124122808    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020220101000005880NNM   20211124122808    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020220101000005880NNM   20211124122808    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-9553-30             SEALED ASSY FEMALE       CCN000005880000005880FN00000000020220101000005880NNM   20211124122808    4N0N  0000029400000110900000152151200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-9553-50             SEALED ASSY FEMALE       CCN000017640000017640FN00000000020220101000017640NNM   20211124122808    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-9553-50             SEALED ASSY FEMALE       CCN000017640000017640FN00000000020220101000017640NNM   20211124122808    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-9553-50             SEALED ASSY FEMALE       CCN000017640000017640FN00000000020220101000017640NNM   20211124122808    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-9553-50             SEALED ASSY FEMALE       CCN000014700000014700FN00000000020220101000014700NNM   20211124122808    4N0N  0000029400000110810000152061200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-9612-30             HOUSING FEMALE ASS'Y     CCN000000720000000720FN00000000020220101000000720NNM   20211124122808    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-9612-30             HOUSING FEMALE ASS'Y     CCN000000720000000720FN00000000020220101000000720NNM   20211124122808    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-9612-30             HOUSING FEMALE ASS'Y     CCN000000720000000720FN00000000020220101000000720NNM   20211124122808    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-9612-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000134880000166881200    YCYC    005500360039
BI00B1200    2399T51C20     202112237289-9613-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T51C21     202201067289-9613-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220101000000240NNM   20211124122808    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T51C22     202201137289-9613-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220101000000240NNM   20211124122808    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T51C23     202201207289-9613-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220101000000240NNM   20211124122808    4N0N  0000002400000126990000154371200    YCYC    005500360039
BI00B1200    2399T51C20     202112237298-1145-4W             SQUIB SUB ASS'Y          CCN000050000000050000FN00000000020220101000050000NNM   20211124122808    4N0N  0000100000000078790000094491200    YCYC    005400370024
BI00B1200    2399T51C21     202201067298-1145-4W             SQUIB SUB ASS'Y          CCN000050000000050000FN00000000020220101000050000NNM   20211124122808    4N0N  0000100000000078790000094491200    YCYC    005400370024
BI00B1200    2399T51C22     202201137298-1145-4W             SQUIB SUB ASS'Y          CCN000040000000040000FN00000000020220101000040000NNM   20211124122808    4N0N  0000100000000078790000094491200    YCYC    005400370024
BI00B1200    2399T51C23     202201207298-1145-4W             SQUIB SUB ASS'Y          CCN000040000000040000FN00000000020220101000040000NNM   20211124122808    4N0N  0000100000000078790000094491200    YCYC    005400370024
BI00B1200    2399T51C20     202112237298-2853-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T51C21     202201067298-2853-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T51C22     202201137298-2853-30             HOUSING FEMALE ASS'Y     CCN000000480000000480FN00000000020220101000000480NNM   20211124122808    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T51C23     202201207298-2853-30             HOUSING FEMALE ASS'Y     CCN000000240000000240FN00000000020220101000000240NNM   20211124122808    4N0N  0000002400000109490000136091200    YCYC    005500360039
BI00B1200    2399T51C20     202112237298-3990-30             HOUSING FEMALE ASS'Y     CCN000001440000001440FN00000000020220101000001440NNM   20211124122808    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T51C21     202201067298-3990-30             HOUSING FEMALE ASS'Y     CCN000001440000001440FN00000000020220101000001440NNM   20211124122808    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T51C22     202201137298-3990-30             HOUSING FEMALE ASS'Y     CCN000001440000001440FN00000000020220101000001440NNM   20211124122808    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T51C23     202201207298-3990-30             HOUSING FEMALE ASS'Y     CCN000001200000001200FN00000000020220101000001200NNM   20211124122808    4NON  0000002400000120890000157391200    YCYC    005500360039
BI00B1200    2399T51C20     202112237298-4094-10             HOUSING FEMALE ASS'Y     CCN000020280000020280FN00000000020220101000020280NNM   20211124122808    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    2399T51C21     202201067298-4094-10             HOUSING FEMALE ASS'Y     CCN000020280000020280FN00000000020220101000020280NNM   20211124122808    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    2399T51C22     202201137298-4094-10             HOUSING FEMALE ASS'Y     CCN000016900000016900FN00000000020220101000016900NNM   20211124122808    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    2399T51C23     202201207298-4094-10             HOUSING FEMALE ASS'Y     CCN000016900000016900FN00000000020220101000016900NNM   20211124122808    4N0N  0000033800000109740000135871200    YCYC    005400370024
BI00B1200    2399T51C23     202201207289-6523-30             HOUSING FEMALE ASS'Y     CCN000001680000001680FN00000000020220101000001680NNM   20211124122808    4N0N  0000002400000129050000162051200    YCYC    005500360039
BI00B1200    2399T51C24     202201277289-6523-30             HOUSING FEMALE ASS'Y     CCN000001680000001680FN00000000020220101000001680NNM   20211124122808    4N0N  0000002400000129050000162051200    YCYC    005500360039
BI00B1200    #7242T51C05    202112237172-5632-10             DUMMY PLUG               CCN000040000000040000FN00000000020220101000040000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    7360T51C01     202112237195-0783-08             TERMINAL                 CCN000030000000030000FN00000000020220101000030000NNM   20211124122808    4P0P  0000300000000050700000080121200    YCYC    006400630015
BI00B1200    7360T51C02     202201067195-0783-08             TERMINAL                 CCN000030000000030000FN00000000020220101000030000NNM   20211124122808    4P0P  0000300000000050700000080121200    YCYC    006400630015
BI00B1200    7360T51C03     202201137195-0783-08             TERMINAL                 CCN000030000000030000FN00000000020220101000030000NNM   20211124122808    4P0P  0000300000000050700000080121200    YCYC    006400630015
BI00B1200    7360T51C01     202112237288-3330-30             HOUSING MALE             CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    4N0N  0000015000000086630000101121200    YCYC    005400370024
BI00B1200    7360T51C02     202201067288-3330-30             HOUSING MALE             CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    4N0N  0000015000000086630000101121200    YCYC    005400370024
BI00B1200    7360T51C01     202112237288-3331-30             HOUSING MALE             CCN000010500000010500FN00000000020220101000010500NNM   20211124122808    4N0N  0000015000000086600000101091200    YCYC    005400370024
BI00B1200    7360T51C02     202201067288-3331-30             HOUSING MALE             CCN000009000000009000FN00000000020220101000009000NNM   20211124122808    4N0N  0000015000000086600000101091200    YCYC    005400370024
BI00B1200    7360T51C03     202201137288-3331-30             HOUSING MALE             CCN000009000000009000FN00000000020220101000009000NNM   20211124122808    4N0N  0000015000000086600000101091200    YCYC    005400370024
BI00B1200    7360T51C01     202112237288-3333-30             HOUSING MALE             CCN000010500000010500FN00000000020220101000010500NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    7360T51C02     202201067288-3333-30             HOUSING MALE             CCN000009000000009000FN00000000020220101000009000NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    7360T51C03     202201137288-3333-30             HOUSING MALE             CCN000009000000009000FN00000000020220101000009000NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    7360T51C01     202112237288-3334-30             HOUSING MALE             CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    7360T51C02     202201067288-3334-30             HOUSING MALE             CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    7360T51C03     202201137288-3334-30             HOUSING MALE             CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    4N0N  0000015000000086700000101201200    YCYC    005400370024
BI00B1200    7360T51C01     202112237288-3338-30             HOUSING MALE             CCN000006000000006000FN00000000020220101000006000NNM   20211124122808    4N0N  0000015000000086610000101201200    YCYC    005400370024
BI00B1200    7360T51C02     202201067288-3338-30             HOUSING MALE             CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    4N0N  0000015000000086610000101201200    YCYC    005400370024
BI00B1200    7360T51C03     202201137288-3338-30             HOUSING MALE             CCN000003000000003000FN00000000020220101000003000NNM   20211124122808    4N0N  0000015000000086610000101201200    YCYC    005400370024
BI00B1200    7360T51C01     202112237288-3340-30             HOUSING MALE             CCN000007500000007500FN00000000020220101000007500NNM   20211124122808    4N0N  0000015000000086150000100641200    YCYC    005400370024
BI00B1200    7360T51C02     202201067288-3340-30             HOUSING MALE             CCN000006000000006000FN00000000020220101000006000NNM   20211124122808    4N0N  0000015000000086150000100641200    YCYC    005400370024
BI00B1200    7360T51C03     202201137288-3340-30             HOUSING MALE             CCN000006000000006000FN00000000020220101000006000NNM   20211124122808    4N0N  0000015000000086150000100641200    YCYC    005400370024
BI00B1200    7360T51C01     202112237288-6598-70             HOUSING MALE ASS'Y       CCN000004320000004320FN00000000020220101000004320NNM   20211124122808    4N0N  0000014400000107420000142921200    YCYC    005500360039
BI00B1200    7360T51C02     202201067288-6598-70             HOUSING MALE ASS'Y       CCN000002880000002880FN00000000020220101000002880NNM   20211124122808    4N0N  0000014400000107420000142921200    YCYC    005500360039
BI00B1200    7360T51C03     202201137288-6598-70             HOUSING MALE ASS'Y       CCN000002880000002880FN00000000020220101000002880NNM   20211124122808    4N0N  0000014400000107420000142921200    YCYC    005500360039
BI00B1200    7360T51C01     202112237289-3342-30             HOUSING FEMALE ASS'Y     CCN000021600000021600FN00000000020220101000021600NNM   20211124122808    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    7360T51C02     202201067289-3342-30             HOUSING FEMALE ASS'Y     CCN000021600000021600FN00000000020220101000021600NNM   20211124122808    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    7360T51C03     202201137289-3342-30             HOUSING FEMALE ASS'Y     CCN000021600000021600FN00000000020220101000021600NNM   20211124122808    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00B1200    7360T51C01     202112237388-2978-30             HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220101000002400NNM   20211124122808    1N0N  0000004800000074200000112201200    YCYC    005500360039
BI00B1200    7360T51C02     202201067388-2978-30             HOUSING MALE ASS'Y       CCN000001440000001440FN00000000020220101000001440NNM   20211124122808    1N0N  0000004800000074200000112201200    YCYC    005500360039
BI00B1200    7360T51C03     202201137388-2978-30             HOUSING MALE ASS'Y       CCN000001440000001440FN00000000020220101000001440NNM   20211124122808    1N0N  0000004800000074200000112201200    YCYC    005500360039
BI00B1200    #7360T51C01    202112237172-5625-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220101000020000NNM   20211124122808    2H0H  0000200000000008240000013381200    YCYC    004300270014
BI00B1200    #7360T51C01    202112237172-5627-60             RUBBER STOPPER           CCN000020000000020000FN00000000020220101000020000NNM   20211124122808    2H0H  0000200000000007040000012181200    YCYC    004300270014
BI00B1200    #7360T51C02    202201067172-5627-60             RUBBER STOPPER           CCN000020000000020000FN00000000020220101000020000NNM   20211124122808    2H0H  0000200000000007040000012181200    YCYC    004300270014
BI00B1200    #7360T51C01    202112237172-5629-80             RUBBER STOPPER           CCN000080000000080000FN00000000020220101000080000NNM   20211124122808    2H0H  0000200000000006000000011111200    YCYC    004300270014
BI00B1200    #7360T51C02    202201067172-5629-80             RUBBER STOPPER           CCN000080000000080000FN00000000020220101000080000NNM   20211124122808    2H0H  0000200000000006000000011111200    YCYC    004300270014
BI00B1200    #7360T51C03    202201137172-5629-80             RUBBER STOPPER           CCN000080000000080000FN00000000020220101000080000NNM   20211124122808    2H0H  0000200000000006000000011111200    YCYC    004300270014
BI00B1200    #7360T51C01    202112237172-5632-10             DUMMY PLUG               CCN000260000000260000FN00000000020220101000260000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7360T51C02    202201067172-5632-10             DUMMY PLUG               CCN000240000000240000FN00000000020220101000240000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7360T51C03    202201137172-5632-10             DUMMY PLUG               CCN000240000000240000FN00000000020220101000240000NNM   20211124122808    2H0H  0000200000000008040000013181200    YCYC    004300270014
BI00B1200    #7360T51C01    202112237188-3035                HOUSING MALE             CCN000002400000002400FN00000000020220101000002400NNM   20211124122808    2F0F  0000024000000069360000091361200    YCYC    005500360039
BI00B1200    #7360T51C02    202201067188-3035                HOUSING MALE             CCN000002400000002400FN00000000020220101000002400NNM   20211124122808    2F0F  0000024000000069360000091361200    YCYC    005500360039
BI00B1200    #7360T51C01    202112237189-3031                HOUSING FEMALE           CCN000002400000002400FN00000000020220101000002400NNM   20211124122808    2F0F  0000024000000092880000136581200    YCYC    005500360039
BI00B1200    #7360T51C01    202112237189-3032                HOUSING FEMALE           CCN000001600000001600FN00000000020220101000001600NNM   20211124122808    2F0F  0000016000000078840000101841200    YCYC    005500360039
BI00B1200    #7360T51C02    202201067189-3032                HOUSING FEMALE           CCN000001600000001600FN00000000020220101000001600NNM   20211124122808    2F0F  0000016000000078840000101841200    YCYC    005500360039
BI00B1200    #7360T51C01    202112237189-3032-30             HOUSING FEMALE           CCN000001600000001600FN00000000020220101000001600NNM   20211124122808    2F0F  0000016000000080160000102161200    YCYC    005500360039
BI00B1200    #7360T51C01    202112237189-3033                HOUSING FEMALE           CCN000006400000006400FN00000000020220101000006400NNM   20211124122808    2F0F  0000016000000121120000143121200    YCYC    005500360039
BI00B1200    #7360T51C02    202201067189-3033                HOUSING FEMALE           CCN000003200000003200FN00000000020220101000003200NNM   20211124122808    2F0F  0000016000000121120000143121200    YCYC    005500360039
BI00B1200    #7360T51C03    202201137189-3033                HOUSING FEMALE           CCN000003200000003200FN00000000020220101000003200NNM   20211124122808    2F0F  0000016000000121120000143121200    YCYC    005500360039
BI00B1200    #7360T51C01    202112237189-3036                HOUSING FEMALE           CCN000004800000004800FN00000000020220101000004800NNM   20211124122808    2F0F  0000016000000092160000114161200    YCYC    005500360039
BI00B1200    #7360T51C02    202201067189-3036                HOUSING FEMALE           CCN000003200000003200FN00000000020220101000003200NNM   20211124122808    2F0F  0000016000000092160000114161200    YCYC    005500360039
BI00B1200    #7360T51C03    202201137189-3036                HOUSING FEMALE           CCN000003200000003200FN00000000020220101000003200NNM   20211124122808    2F0F  0000016000000092160000114161200    YCYC    005500360039
BI00B1200    #7360T51C01    202112237289-2913-30             HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000090750000103451200    YCYC    005400360024
BI00B1200    #7360T51C01    202112237289-2914                HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000090600000103301200    YCYC    005400370024
BI00B1200    #7360T51C02    202201067289-2914                HOUSING FEMALE ASS'Y     CCN000001500000001500FN00000000020220101000001500NNM   20211124122808    2N0N  0000015000000090600000103301200    YCYC    005400370024
