BI00B1200    2399T51815     202111257289-5979-30             HOUSING FEMALE ASS'Y     CCN000014616000008820FN00000000020211001000008820NNM00020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    7242T51907     202112027289-3342-40             HOUSING FEMALE ASS'Y     CCN000024000000009600FN00000000020211001000009600NNE00020211124175127    1N0N  0000024000000068640000090141200    YCYC    005500360039
BI00A1200    2399T51815     202111237289-5979-30             HOUSING FEMALE ASS'Y     PCN000008820000002520FY00000252020211001000000000NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51815     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000002520000002772FN00000000020211001000002772NNMM0020211124150506    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A1200    2399T51813     202111267289-5979-30             HOUSING FEMALE ASS'Y     PCN000007560000001260FN00000000020211001000001260NNMD0220211124150620    1N0N  0000002520000085470000106471200    YCYC    005400370024
BI00A32B6    A72002         202111297158-3166-60             WIRE SEAL                CCN000360000000360000FN00000000020220301000360000NNMM0020211124132034B6  1C0C  00004000000000104000000152432B6    AXARNE-M002700430014
BI00A32CJ    JQN1114        202111267289-3342-30             HOUSING FEMALE ASS'Y     PCN000002400000002400FY00000240020211101000000000NNM00020211124154832    1N0N  00000240000000686400000901432CJ    QNYHVQN 005500360039
BI00B32D1    DFTC2202       202111237017-1180-02             TERMINAL                 CCN000072000000072000FY00007200020220101000000000NNM00020211124194635    4P0P  00007200000001065600001229032D1    TOYOT-K 005100280028
BI00B32D1    DFTC2202       202111237114-4032                TERMINAL                 CCN000015000000015000FY00001500020220101000000000NNM00020211124194635    4P0P  00000750000000735000001063632D1    TOYOT-K 006400630017
BI00B32D1    DFTC2202       202111237114-4231-02             TERMINAL                 CCN000018000000018000FY00001800020220101000000000NNM00020211124194635    4P0P  00001800000000554400000848032D1    TOYOT-K 006400630015
BI00B32D1    DFTC2202       202111237114-4624-02             TERMINAL                 CCN000024000000024000FY00002400020220101000000000NNM00020211124194635    4P0P  00002400000000895200001188832D1    TOYOT-K 006400630015
BI00B32D1    DFTC2202       202111237114-5753-02             TERMINAL                 CCN000540000000540000FY00054000020220101000000000NNM00020211124194750    4P0P  00002700000000847800001141432D1    TOYOT-K 006400630015
BI00B32D1    DFTC2202       202111237116-1685-02             TERMINAL                 CCN000096000000096000FY00009600020220101000000000NNM00020211124194750    4P0P  00002400000000897600001065232D1    TOYOT-K 005100280028
BI00B32D1    DFTC2202       202111237116-2891-02             TERMINAL                 CCN000210000000210000FY00021000020220101000000000NNM00020211124194750    4P0P  00001500000000982500001145932D1    TOYOT-K 005100280028
BI00B32D1    DFTC2202       202111237116-4101-02             TERMINAL                 CCN000012000000012000FY00001200020220101000000000NNM00020211124194750    4P0P  00001200000000582000000876232D1    TOYOT-K 006400630015
BI00B32D1    DFTC2202       202111237116-4112-02             TERMINAL                 CCN000024000000024000FY00002400020220101000000000NNM00020211124194750    4P0P  00000600000000450000000738232D1    TOYOT-K 006400630015
BI00A32D9    #I219A         202111257283-8226-30             CONNECTOR                CCN000002000000002000FN00000000020211101000002000NNED0020211124122808    2N0N  00000200000000820000001008032D9    UEHESTO 005400370024
BI00A32EJ    4500174060     202112077288-6547                CONNECTOR MALE ASS'Y     CCN000011250000011250FN00000000020210701000011250NNED0420211124155132EJ  4N0N  00000075000001205300001340332EJ    EJYKBO  005400370024
BI00A32EJ    4500174060     202112137288-6547                CONNECTOR MALE ASS'Y     CCN000007500000000000FY00000000020210701000000000NNED0420211124155132EJ  4N0N  00000075000001205300001340332EJ    EJYKBO  005400370024
BI00B32EJ    4500184477     202112167283-5574-10             CONNECTOR                CCN000005600000005600FN00000000020211201000005600NNED0720211124131604EJ  4N0N  00000080000001235000001435232EJ    EJYKBO  005500360039
BI00B32EJ    4500184478     202112167283-5574-10             CONNECTOR                CCN000005600000005600FN00000000020211201000005600NNED0720211124131626EJ  4N0N  00000080000001235000001435232EJ    EJYKBO  005500360039
BI00B32EJ    4500184478     202112167283-7449-40             HOUSING FEMALE ASS'Y     CCN000002400000002400FN00000000020211201000002400NNED0720211124131626EJ  4N0N  00000240000001200000001410032EJ    EJYKBO  005500360039
BI00A32G7    JJ2111CMMW     202112027173-3291-40             LIF LEVER                CCN000002400000002400FN00000000020211101000002400NNED0720211124132039    1F0F  00000240000000867800001067832G7    JIJAI   005500360039
BI00A32G7    JJ2111CMMW     202112027196-0805-02             TERMINAL FEMALE          CCN000022500000022500FN00000000020211101000022500NNED0720211124132039    4P0P  00002250000000558000000843232G7    JIJAI   006400630015
BI00A32G7    JJ2111CMMW     202112027287-1915-30             CONNECTOR ASS'Y          CCN000002400000002400FN00000000020211101000002400NNED0720211124132039    4N0N  00000240000000666500000923132G7    JIJAI   005500360039
BI00A32G7    JJ2111CMMW     202112027289-6518-30             HOUSING FEMALE ASS'Y     CCN000001200000001200FN00000000020211101000001200NNED0720211124132039    1N0N  00000120000000829200001049232G7    JIJAI   005500360039
BI00A32G7    JJ2111CMMW     202112137298-3484-30             HOUSING FEMALE ASS'Y     CCN000002700000002700FN00000000020211101000002700NNED0720211124182750    4N0N  00000270000000000000000000032G7    JIJAI   000000000000
BI00A32G7    JJ2111CMMW     202112137298-4899-70             SEALED HOUSING ASS'Y     CCN000002310000002310FN00000000020211101000002310NNED0720211124182750    4N0N  00000231000000000000000000032G7    JIJAI   000000000000
BI00A32G7    #JJ2111CMMW    202112027183-2415-90             CONNECTOR HOUSING        CCN000004800000004800FN00000000020211101000004800NNED0720211124132049    2F0F  00000480000000798200001091432G7    JIJAI   005500360039
BI00A32G7    JJ2111E MW     202112027114-4030                TERMINAL                 CCN000010500000010500FN00000000020211101000010500NNED0720211124132133    4P0P  00001050000000926100001254732G7    JIJAI   006400630017
BI00A32G7    JJ2111E MW     202112027283-7526-30             CONNECTOR HOUSING        CCN000001960000001960FN00000000020211101000001960NNED0720211124132133    4N0N  00000196000000989800001248632G7    JIJAI   005500360039
BI00A32H2    #QA-21-C122    202111257282-5845-30             HOUSING MALE ASS'Y       PNY000008400000008400FN00000000020211201000008400NNE   20211124163356    2N0N  00000400000001068000001178032H2    HVYHV   005400370024
BI00A32H2    #QA-21-C122    202111267282-5845-30             HOUSING MALE ASS'Y       PNY000008400000008400FN00000000020211101000008400NNE   20211124165604    2N0N  00000400000001068000001178032H2    HVYHV   005400370024
BI00A32H7    FS2112CDMW     202112097297-3482                JOINT CONNECTOR          CCN000001500000001600FN00000000020211201000001600NNED0720211124152019    4N0N  00000080000000621000000730532H7    FYFSY   005400370024
BI00A32H7    FS2112CDMW     202112097327-6950-30             MULTI FUSE               CCN000000288000000288FN00000000020211201000000288NNED0720211124152019    4N00  00000028800000888700001054632H7    FYFSY   005400370024
BI00A32H7    FS2112CDMW     202112097327-6952-30             MULTI FUSE               CCN000000560000000560FN00000000020211201000000560NNED0720211124152019    4N0N  00000056000000848500001031532H7    FYFSY   005400370024
BI00A32H7    FS2112CDMW     202112097327-6954-30             MULTI FUSE               CCN000000600000000600FN00000000020211201000000600NNED0720211124152019    4N00  00000060000000751600000954332H7    FYFSY   005400370024
BI00B32M8    PM2112B MW     202112087114-4020                TERMINAL                 CCN000021000000021000FN00000000020211201000021000NNED0720211124152538    4P0P  00002100000000875700001169332M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087114-4031                TERMINAL                 CCN000010500000010500FN00000000020211201000010500NNED0720211124152538    4P0P  00001050000000966000001294632M8    PMPEMI  006400630017
BI00B32M8    PM2112B MW     202112087114-4231-02             TERMINAL                 CCN000018000000018000FN00000000020211201000018000NNED0720211124152538    4P0P  00001800000000554400000848032M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087116-1473                TERMINAL                 CCN000027000000027000FN00000000020211201000027000NNED0720211124152538    4P0P  00001350000000523800000809032M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087116-2640                TERMINAL                 CCN000018000000018000FN00000000020211201000018000NNED0720211124152538    4P0P  00001800000001018800001196632M8    PMPEMI  005100280028
BI00B32M8    PM2112B MW     202112087116-2641                TERMINAL                 CCN000018000000018000FN00000000020211201000018000NNED0720211124152538    4P0P  00001800000001161000001344632M8    PMPEMI  005100280028
BI00B32M8    PM2112B MW     202112087116-3154-02             TERMINAL FEMALE          CCN000063000000081000FN00000000020211201000081000NNED0720211124152538    4P0P  00002700000000469800000755032M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087116-4022                TERMINAL                 CCN000013500000013500FN00000000020211201000013500NNED0720211124152538    4P0P  00001350000000618300000903532M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087116-4028-08             TERMINAL FEMALE          CCN000144000000144000FN00000000020211201000144000NNED0720211124152538    4P0P  00001600000000652800000981532M8    PMPEMI  006400630017
BI00B32M8    PM2112B MW     202112087116-4231-02             TERMINAL                 CCN000260000000260000FN00000000020211201000260000NNED0720211124152538    4P0P  00002600000000683800001012532M8    PMPEMI  006400630017
BI00B32M8    PM2112B MW     202112087116-5044-02             TERMINAL                 CCN000032000000032000FN00000000020211201000032000NNED0720211124152538    4P0P  00001600000000641600000986332M8    PMPEMI  006400630017
BI00B32M8    PM2112B MW     202112087116-5045-02             TERMINAL                 CCN000032000000032000FN00000000020211201000032000NNED0720211124152538    4P0P  00001600000000678400001007132M8    PMPEMI  006400630017
BI00B32M8    PM2112B MW     202112087126-8851-02             TERMINAL                 CCN000018000000018000FN00000000020211201000018000NNED0720211124152538    1P0P  00000900000000739800001025032M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087126-8852-02             TERMINAL                 CCN000015000000015000FN00000000020211201000015000NNED0720211124152538    1P0P  00000750000000648000000933232M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087126-8853-02             TERMINAL                 CCN000007500000007500FN00000000020211201000007500NNED0720211124152538    4P0P  00000750000000562500000847732M8    PMPEMI  006400630015
BI00B32M8    PM2112B MW     202112087158-3023                RUBBER STOPPER           CCN000005000000005000FN00000000020211201000005000NNED0720211124152538    1C0C  00000500000000443500000502032M8    PMPEMI  002700430014
BI00B32M8    PM2112B MW     202112087283-1144                CONNECTOR                CCN000002400000002400FN00000000020211201000002400NNED0720211124152538    4N0N  00000240000000602200000866132M8    PMPEMI  005500360039
BI00B32M8    PM2112B MW     202112087283-5832-30             CONNECTOR HOUSING        CCN000002400000002400FN00000000020211201000002400NNED0720211124152538    1N0N  00000240000000723800000873832M8    PMPEMI  005500360039
BI00B32M8    #PM2112B MW    202112157157-7812                SEAL RUBBER              CCN000010000000010000FN00000000020211201000010000NNED0720211124152643    2C0C  00001000000000137000000202032M8    PMPEMI  002700430014
BI00B32M8    #PM2112B MW    202112087158-3003-90             RUBBER STOPPER           CCN000180000000180000FN00000000020211201000180000NNED0720211124152643    2C0C  00002000000000250000000306032M8    PMPEMI  002700430014
BI00B32M8    #PM2112B MW    202112087158-3005-80             RUBBER STOPPER           CCN000020000000020000FN00000000020211201000020000NNED0720211124152643    2H0H  00002000000000210000000268732M8    PMPEMI  002700430014
BI00B32M8    #PM2112B MW    202112087183-2413-30             CONNECTOR HOUSING        CCN000004800000004800FN00000000020211201000004800NNED0720211124152643    2F0F  00000480000000477600000759532M8    PMPEMI  005500360039
BI00B32M8    #PM2112B MW    202112087282-3020                CONNECTOR                CCN000001000000001000FN00000000020211201000001000NNED0720211124152643    2N0N  00000100000000984000001145432M8    PMPEMI  005500360039
BI00B32M8    #PM2112B MW    202112087283-5833                CONNECTOR HOUSING        CCN000003640000003640FN00000000020211201000003640NNED0720211124152643    2N0N  00000364000001378000001686732M8    PMPEMI  005500360039
BI00B32M8    @PM2112B MW    202112087187-1769-30             HOUSING FEMALE           CCN000002000000002000FN00000000020211201000002000NNED0720211124152649    3F0F  00000200000001032600001179032M8    PMPEMI  005500360039
BI00B32M8    PM2112BTMW     202112087196-1103-02             TERMINAL                 CCN000021000000022500FN00000000020211201000022500NNED0720211124161644    4P0P  00002250000000429800000715032M8    PMPEMI  006400630015
BI00B32M8    PM2112BTMW     202112087287-7599-30             HOUSING FEMALE ASS'Y     CCN000001600000001600FN00000000020211201000001600NNED0720211124161644    4N0N  00000160000001236600001445632M8    PMPEMI  005500360039
BI00B32M8    PM2112BTMW     202112087287-7775-30             HOUSING FEMALE ASS'Y     CCN000001000000001000FN00000000020211201000001000NNED0720211124161644    4N0N  00000100000000508000000620532M8    PMPEMI  005400370024
BI00B32M8    #PM2112BTMW    202112087189-3038                HOUSING FEMALE           CCN000001600000001600FN00000000020211201000001600NNED0720211124161615    2F0F  00000160000000817600000850132M8    PMPEMI  005500360039
BI00B32M8    PM2112C MW     202112087116-3154-02             TERMINAL FEMALE          CCN000094500000108000FN00000000020211201000108000NNED0720211124161709    4P0P  00002700000000469800000755032M8    PMPEMI  006400630015
BI00B32N1    NST2113-1ECU   202112027283-7526-40             CONNECTOR HOUSING        CCN000049590000000000FY00000000020211201000000000NNEQ0820211124151909    4N0N  00000196000000989800001248632N1    TAYIPL  005500360039
BI00A32N1    NST2113-1ECU   202112027288-3335-30             HOUSING MALE             CCN000004500000001500FN00000000020211201000001500NNEM0020211124193428    4N0N  00000150000000867000001012032N1    TAYIPL  005400370024
BI00B32N1    NST2113-1ECU   202112097283-7526-40             CONNECTOR HOUSING        CCN000025840000000000FY00000000020211201000000000NNEQ0820211124151909    4N0N  00000196000000989800001248632N1    TAYIPL  005500360039
BI00B32N1    NST2113A 1     202112097283-1144                CONNECTOR                CCN000014400000007200FN00000000020220101000007200NNMQ0420211124122808    4N0N  00000240000000602200000866132N1    TAYIPL  005500360039
BI00B32N1    NST2113A 2     202112237283-1144                CONNECTOR                CCN000007200000007200FN00000000020220101000007200NNMD0420211124122808    4N0N  00000240000000602200000866132N1    TAYIPL  005500360039
BI00B32N1    NST2113A 1     202112097283-1144-30             CONNECTOR                CCN000031200000016800FN00000000020220101000016800NNMQ0420211124122808    4N0N  00000240000000602200000866132N1    TAYIPL  005500360039
BI00B32N1    NST2113A 2     202112237283-1144-30             CONNECTOR                CCN000036000000019200FN00000000020220101000019200NNMD0420211124122808    4N0N  00000240000000602200000866132N1    TAYIPL  005500360039
BI00B32N1    NST2113A 1     202112167283-1144                CONNECTOR                CCN000007200000007200FN00000000020220101000007200NNMD0420211124122808    4N0N  00000240000000602200000866132N1    TAYIPL  005500360039
BI00B32N1    NST2113A 1     202112167283-1144-30             CONNECTOR                CCN000014400000014400FN00000000020220101000014400NNMD0420211124122808    4N0N  00000240000000602200000866132N1    TAYIPL  005500360039
BI00B32N1    NST2113A 2     202201067283-1144-30             CONNECTOR                CCN000016800000016800FN00000000020220101000016800NNMD0420211124122808    4N0N  00000240000000602200000866132N1    TAYIPL  005500360039
BI00A32Q8    EU22012 MW     202111267283-6120                CONNECTOR HOUSING        CCN000001500000001500FN00000000020220101000001500NNMM0020211124165610    1N0N  00000150000000914000001143032Q8    EMEMI   005600390040
BI00A32Q8    EU22011TMW     202111267114-5746-02             TERMINAL                 CCN000021000000021000FN00000000020220101000021000NNMM0020211124165528    4P0P  00002100000000695100000988732Q8    EMEMI   006400630015
BI00A32Q8    #EU2201A MW    202111267183-2413                CONNECTOR HOUSING        CCN000004800000004800FN00000000020220101000004800NNEM0020211124165400    2F0F  00000480000000478100000760032Q8    EMEMI   005500360039
BI00B32Q8    #EU2201ATMW    202112157183-2416                HOUSING                  CCN000026400000021600FN00000000020220101000021600NNEQ0020211124165009    2F0F  00000240000001495200001771032Q8    EMEMI   005500360039
BI00B32Q8    EU2201BTMW     202112157196-1064-02             TERMINAL FEMALE          CCN000006000000006000FN00000000020220101000006000NNE   20211124161727    4P0P  00000600000000570000000855232Q8    EMEMI   006400630015
BI00B32Q8    EU2201BTMW     202112157196-1326-02             TERMINAL FEMALE          CCN000060000000060000FN00000000020220101000060000NNE   20211124161727    4P0P  00006000000000456000000784732Q8    EMEMI   006400630017
BI00B32Q8    EU2201BTMW     202112157196-1947-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020220101000009000NNE   20211124161727    4POP  00000900000000407700000692932Q8    EMEMI   006400630015
BI00B32Q8    EU2201BTMW     202112157288-3335-30             HOUSING MALE             CCN000001500000001500FN00000000020220101000001500NNE   20211124161727    4N0N  00000150000000867000001012032Q8    EMEMI   005400370024
BI00B32Q8    EU2201BTMW     202112157289-6597-70             HOUSING FEMALE ASS'Y     CCN000002160000002160FN00000000020220101000002160NNE   20211124161727    4N0N  00000216000001289500001539532Q8    EMEMI   005500360039
BI00B32Q8    EU2201BTMW     202112157327-6949-30             MULTI FUSE               CCN000000288000000288FN00000000020220101000000288NNE   20211124161727    4N00  00000028800000886700001052632Q8    EMEMI   005400370024
BI00B32Q8    EU2201BTMW     202112157327-6950-30             MULTI FUSE               CCN000000576000000576FN00000000020220101000000576NNE   20211124161727    4N00  00000028800000888700001054632Q8    EMEMI   005400370024
BI00B32Q8    EU2201BTMW     202112157327-6954-30             MULTI FUSE               CCN000000600000000600FN00000000020220101000000600NNE   20211124161727    4N00  00000060000000751600000954332Q8    EMEMI   005400370024
BI00B32Q8    EU2201CTMW     202112227196-1947-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020220101000009000NNE   20211124161737    4POP  00000900000000407700000692932Q8    EMEMI   006400630015
BI00B32Q8    EU2201CTMW     202112227287-1915-40             CONNECTOR ASS'Y          CCN000002400000002400FN00000000020220101000002400NNE   20211124161737    4N0N  00000240000000666500000923132Q8    EMEMI   005500360039
BI00B32Q8    EU2201CTMW     202112227327-6950-30             MULTI FUSE               CCN000000864000000864FN00000000020220101000000864NNE   20211124161737    4N00  00000028800000888700001054632Q8    EMEMI   005400370024
BI00B32Q8    EU2201CTMW     202112227327-6952-30             MULTI FUSE               CCN000001120000001120FN00000000020220101000001120NNE   20211124161737    4N0N  00000056000000848500001031532Q8    EMEMI   005400370024
BI00B32Q8    EU2201CTMW     202112227327-6954-30             MULTI FUSE               CCN000000600000000600FN00000000020220101000000600NNE   20211124161737    4N00  00000060000000751600000954332Q8    EMEMI   005400370024
BI00B32Q8    EU2202ATMW     202112227196-1947-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020220201000009000NNE   20211124161758    4POP  00000900000000407700000692932Q8    EMEMI   006400630015
BI00B32Q8    EU2202ATMW     202112227288-3335-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNE   20211124161758    4N0N  00000150000000867000001012032Q8    EMEMI   005400370024
BI00B32Q8    EU2202ATMW     202112227327-6949-30             MULTI FUSE               CCN000000288000000288FN00000000020220201000000288NNE   20211124161758    4N00  00000028800000886700001052632Q8    EMEMI   005400370024
BI00B32Q8    EU2202ATMW     202112227327-6950-30             MULTI FUSE               CCN000000576000000576FN00000000020220201000000576NNE   20211124161758    4N00  00000028800000888700001054632Q8    EMEMI   005400370024
BI00B32Q8    EU2202ATMW     202112227327-6952-30             MULTI FUSE               CCN000000560000000560FN00000000020220201000000560NNE   20211124161758    4N0N  00000056000000848500001031532Q8    EMEMI   005400370024
BI00B32Q8    EU2202ATMW     202112227327-6954-30             MULTI FUSE               CCN000000600000000600FN00000000020220201000000600NNE   20211124161758    4N00  00000060000000751600000954332Q8    EMEMI   005400370024
BI00B32Q8    #EU2202ATMW    202112227287-1918-40             HOUSING FEMALE ASS'Y     CCN000001800000001980FN00000000020220201000001980NNE   20211124161749    2N0N  00000198000001015500001212032Q8    EMEMI   005400370024
BI00B32Q8    EU2202BTMW     202201057196-1947-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020220201000009000NNE   20211124163342    4POP  00000900000000407700000692932Q8    EMEMI   006400630015
BI00B32Q8    EU2202BTMW     202201057288-3335-30             HOUSING MALE             CCN000003000000003000FN00000000020220201000003000NNE   20211124163342    4N0N  00000150000000867000001012032Q8    EMEMI   005400370024
BI00B32Q8    EU2202BTMW     202201057289-6597-70             HOUSING FEMALE ASS'Y     CCN000002160000002160FN00000000020220201000002160NNE   20211124163342    4N0N  00000216000001289500001539532Q8    EMEMI   005500360039
BI00B32Q8    EU2202BTMW     202201057327-6949-30             MULTI FUSE               CCN000000288000000288FN00000000020220201000000288NNE   20211124163342    4N00  00000028800000886700001052632Q8    EMEMI   005400370024
BI00B32Q8    EU2202BTMW     202201057327-6950-30             MULTI FUSE               CCN000001152000001152FN00000000020220201000001152NNE   20211124163342    4N00  00000028800000888700001054632Q8    EMEMI   005400370024
BI00B32Q8    EU2202BTMW     202201057327-6952-30             MULTI FUSE               CCN000001120000001120FN00000000020220201000001120NNE   20211124163342    4N0N  00000056000000848500001031532Q8    EMEMI   005400370024
BI00B32Q8    EU2202BTMW     202201057327-6954-30             MULTI FUSE               CCN000001200000001200FN00000000020220201000001200NNE   20211124163342    4N00  00000060000000751600000954332Q8    EMEMI   005400370024
BI00B32Q8    #EU2202BTMW    202201057287-1918-40             HOUSING FEMALE ASS'Y     CCN000001800000001980FN00000000020220201000001980NNE   20211124163329    2N0N  00000198000001015500001212032Q8    EMEMI   005400370024
BI00B32Q8    EU2202CTMW     202201127196-1326-02             TERMINAL FEMALE          CCN000060000000060000FN00000000020220201000060000NNE   20211124163348    4P0P  00006000000000456000000784732Q8    EMEMI   006400630017
BI00B32Q8    EU2202CTMW     202201127196-1947-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020220201000009000NNE   20211124163348    4POP  00000900000000407700000692932Q8    EMEMI   006400630015
BI00B32Q8    EU2202CTMW     202201127287-1915-40             CONNECTOR ASS'Y          CCN000002400000002400FN00000000020220201000002400NNE   20211124163348    4N0N  00000240000000666500000923132Q8    EMEMI   005500360039
BI00B32Q8    EU2202CTMW     202201127288-3335-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNE   20211124163348    4N0N  00000150000000867000001012032Q8    EMEMI   005400370024
BI00B32Q8    EU2202CTMW     202201127288-3338-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNE   20211124163348    4N0N  00000150000000866100001012032Q8    EMEMI   005400370024
BI00B32Q8    EU2202CTMW     202201127327-6949-30             MULTI FUSE               CCN000000288000000288FN00000000020220201000000288NNE   20211124163348    4N00  00000028800000886700001052632Q8    EMEMI   005400370024
BI00B32Q8    EU2202CTMW     202201127327-6950-30             MULTI FUSE               CCN000000576000000576FN00000000020220201000000576NNE   20211124163348    4N00  00000028800000888700001054632Q8    EMEMI   005400370024
BI00B32Q8    EU2202CTMW     202201127327-6952-30             MULTI FUSE               CCN000000560000000560FN00000000020220201000000560NNE   20211124163348    4N0N  00000056000000848500001031532Q8    EMEMI   005400370024
BI00B32Q8    EU2202CTMW     202201127327-6954-30             MULTI FUSE               CCN000000600000000600FN00000000020220201000000600NNE   20211124163348    4N00  00000060000000751600000954332Q8    EMEMI   005400370024
BI00B32Q8    #EU2202CTMW    202201127287-1918-40             HOUSING FEMALE ASS'Y     CCN000001200000001980FN00000000020220201000001980NNE   20211124163338    2N0N  00000198000001015500001212032Q8    EMEMI   005400370024
BI00B32Q8    EU2202DTMW     202201197196-1064-02             TERMINAL FEMALE          CCN000006000000006000FN00000000020220201000006000NNE   20211124164632    4P0P  00000600000000570000000855232Q8    EMEMI   006400630015
BI00B32Q8    EU2202DTMW     202201197196-1325-02             TERMINAL FEMALE          CCN000060000000060000FN00000000020220201000060000NNE   20211124164632    4P0P  00006000000000450000000778732Q8    EMEMI   006400630017
BI00B32Q8    EU2202DTMW     202201197196-1947-02             TERMINAL FEMALE          CCN000009000000009000FN00000000020220201000009000NNE   20211124164632    4POP  00000900000000407700000692932Q8    EMEMI   006400630015
BI00B32Q8    EU2202DTMW     202201197288-3335-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNE   20211124164632    4N0N  00000150000000867000001012032Q8    EMEMI   005400370024
BI00B32Q8    EU2202DTMW     202201197288-3338-30             HOUSING MALE             CCN000001500000001500FN00000000020220201000001500NNE   20211124164632    4N0N  00000150000000866100001012032Q8    EMEMI   005400370024
BI00B32Q8    EU2202DTMW     202201197289-6597-70             HOUSING FEMALE ASS'Y     CCN000002160000002160FN00000000020220201000002160NNE   20211124164632    4N0N  00000216000001289500001539532Q8    EMEMI   005500360039
BI00B32Q8    EU2202DTMW     202201197327-6949-30             MULTI FUSE               CCN000000576000000576FN00000000020220201000000576NNE   20211124164632    4N00  00000028800000886700001052632Q8    EMEMI   005400370024
BI00B32Q8    EU2202DTMW     202201197327-6950-30             MULTI FUSE               CCN000001728000001728FN00000000020220201000001728NNE   20211124164632    4N00  00000028800000888700001054632Q8    EMEMI   005400370024
BI00B32Q8    EU2202DTMW     202201197327-6952-30             MULTI FUSE               CCN000001680000001680FN00000000020220201000001680NNE   20211124164632    4N0N  00000056000000848500001031532Q8    EMEMI   005400370024
BI00B32Q8    EU2202DTMW     202201197327-6954-30             MULTI FUSE               CCN000001800000001800FN00000000020220201000001800NNE   20211124164632    4N00  00000060000000751600000954332Q8    EMEMI   005400370024
BI00B32Q8    #EU2202DTMW    202201197287-1918-40             HOUSING FEMALE ASS'Y     CCN000003000000003960FN00000000020220201000003960NNE   20211124164630    2N0N  00000198000001015500001212032Q8    EMEMI   005400370024
BI00A32Q8    #EU2201ATMW    202111267183-2416                HOUSING                  CCN000004800000004800FN00000000020220101000004800NNEM0020211124165009    2F0F  00000240000001495200001771032Q8    EMEMI   005500360039
BI00B32R7    #R-TAP210579   202112097283-8730-30             HOUSING FEMALE ASS'Y     CCN000026000000026000FN00000000020211201000026000NNE   20211124122808    2N0N  00000200000000794000000906532R7    IVYCIC  005400370024
BI00B32U5    DI1046         202111227116-5045-02             TERMINAL                 CCN000432000000432000FY00043200020220101000000000NNM00020211124193842U5  4P0P  00001600000000678400001007132U5    AMAMSD  006400630017
BI00A32U5    #DI2002        202111297172-5627-60             RUBBER STOPPER           CCN000200000000200000FN00000000020220201000200000NNMM0020211124164306U5  2H0H  00002000000000070400000121832U5    AMAMSD  004300270014
BI00A32U5    #DI2002        202111297172-5631-60             RUBBER STOPPER           CCN000180000000180000FN00000000020220201000180000NNMM0020211124152759U5  2H0H  00002000000000042000000093132U5    AMAMSD  004300270014
BI00A32U5    #DI2003        202111297172-5631-60             RUBBER STOPPER           CCN000220000000220000FN00000000020220301000220000NNMM0020211124144040U5  2H0H  00002000000000042000000093132U5    AMAMSD  004300270014
BI00B32W4    4500181433     202111237283-5846                HOUSING                  CCN000009000000009000FY00000900020211101000000000NNE00020211124193934W4K81N0N  00000150000000885000001102032W4K8  HJYHK-J 005600390040
BI00B32W4    4500181433     202111237158-3009-60             RUBBER STOPPER           CCN000020000000020000FY00002000020211101000000000NNE00020211124193921W4K81C0C  00002000000000338000000386232W4K8  HJYHK-J 002700430014
BI00B32W4    4500181433     202111237286-4097                CONNECTOR MALE ASS'Y     CCN000008000000008000FY00000800020211101000000000NNE00020211124193944W4K81N0N  00000160000000768000000978032W4K8  HJYHK-J 005500360039
BI00B32W4    4500181433     202111237158-3006-90             RUBBER STOPPER           CCN000060000000060000FY00006000020211101000000000NNE00020211124193921W4K81C0C  00002000000000330600000386032W4K8  HJYHK-J 002700430014
BI00B32W4    4500181435     202111237283-5846                HOUSING                  CCN000006000000006000FY00000600020211001000000000NNE00020211124194034W4K81N0N  00000150000000885000001102032W4K8  HJYHK-J 005600390040
BI00B32W4    4500181435     202111237116-4231-02             TERMINAL                 CCN000052000000052000FY00005200020211001000000000NNE00020211124194225W4K84P0P  00002600000000683800001012532W4K8  HJYHK-J 006400630017
BI00B32W4    4500181435     202111237116-5041-02             TERMINAL                 CCN000270000000270000FY00027000020211001000000000NNE00020211124194225W4K84P0P  00001500000000583500000868732W4K8  HJYHK-J 006400630015
