BI00B1200    2399T52319     202204287289-7212-30             HOUSING FEMALE ASS'Y     CCN000008880000000000FY00000000020220501000000000NNMQ0820220401101049    4N0N  0000002400000138840000159341200    YCYC    005500360039
BI00B32AF    JTB2064        202206037116-4031                TERMINAL                 CCN000015000000015000FN00000000020220601000015000NNM   20220401175146    4P0P  00000750000000619500000904732AF    HBYHVTB 006400630015
BI00B32AF    JTB2062        202205207116-4032                TERMINAL                 CCN000012000000012000FN00000000020220601000012000NNM   20220401175146    4P0P  00000600000000532800000818032AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277116-4032                TERMINAL                 CCN000018000000018000FN00000000020220601000018000NNM   20220401175146    4P0P  00000600000000532800000818032AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-4032                TERMINAL                 CCN000012000000012000FN00000000020220601000012000NNM   20220401175146    4P0P  00000600000000532800000818032AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277116-4101-02             TERMINAL                 CCN000012000000012000FN00000000020220601000012000NNM   20220401175146    4P0P  00001200000000582000000876232AF    HBYHVTB 006400630015
BI00B32AF    JTB2062        202205207116-4112-02             TERMINAL                 CCN000006000000006000FN00000000020220601000006000NNM   20220401175146    4P0P  00000600000000450000000738232AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277116-4112-02             TERMINAL                 CCN000006000000006000FN00000000020220601000006000NNM   20220401175146    4P0P  00000600000000450000000738232AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-4112-02             TERMINAL                 CCN000006000000006000FN00000000020220601000006000NNM   20220401175146    4P0P  00000600000000450000000738232AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-4121-02             TERMINAL                 CCN000009000000009000FN00000000020220601000009000NNM   20220401175146    4P0P  00000450000000618800000912432AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-4415-02             TERMINAL                 CCN000114000000114000FN00000000020220601000114000NNM   20220401175146    4P0P  00003800000000596600000925732AF    HBYHVTB 006400630017
BI00B32AF    JTB2063        202205277116-4416-02             TERMINAL                 CCN000032000000032000FN00000000020220601000032000NNM   20220401175146    4P0P  00003200000000518400000847132AF    HBYHVTB 006400630017
BI00B32AF    JTB2062        202205207116-4486-02             TERMINAL                 CCN000056000000056000FN00000000020220601000056000NNM   20220401175146    4P0P  00002800000000666400000995132AF    HBYHVTB 006400630017
BI00B32AF    JTB2063        202205277116-4486-02             TERMINAL                 CCN000224000000224000FN00000000020220601000224000NNM   20220401175146    4P0P  00002800000000666400000995132AF    HBYHVTB 006400630017
BI00B32AF    JTB2064        202206037116-4486-02             TERMINAL                 CCN000364000000364000FN00000000020220601000364000NNM   20220401175146    4P0P  00002800000000666400000995132AF    HBYHVTB 006400630017
BI00B32AF    JTB2064        202206037116-5035-02             TERMINAL                 CCN000015000000015000FN00000000020220601000015000NNM   20220401175146    4P0P  00001500000000543000000828232AF    HBYHVTB 006400630015
BI00B32AF    JTB2062        202205207116-5042-02             TERMINAL                 CCN000081000000081000FN00000000020220601000081000NNM   20220401175146    4P0P  00001350000000560300000845532AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277116-5042-02             TERMINAL                 CCN000189000000189000FN00000000020220601000189000NNM   20220401175146    4P0P  00001350000000560300000845532AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-5042-02             TERMINAL                 CCN000216000000216000FN00000000020220601000216000NNM   20220401175146    4P0P  00001350000000560300000845532AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-5043-02             TERMINAL FEMALE          CCN000120000000120000FN00000000020220601000120000NNM   20220401175146    4P0P  00001200000000559200000844432AF    HBYHVTB 006400630015
BI00B32AF    JTB2062        202205207116-5044-02             TERMINAL                 CCN000080000000080000FN00000000020220601000080000NNM   20220401175146    4P0P  00001600000000641600000986332AF    HBYHVTB 006400630017
BI00B32AF    JTB2063        202205277116-5044-02             TERMINAL                 CCN000096000000096000FN00000000020220601000096000NNM   20220401175146    4P0P  00001600000000641600000986332AF    HBYHVTB 006400630017
BI00B32AF    JTB2064        202206037116-5044-02             TERMINAL                 CCN000080000000080000FN00000000020220601000080000NNM   20220401175146    4P0P  00001600000000641600000986332AF    HBYHVTB 006400630017
BI00B32AF    JTB2062        202205207116-5097-02             TERMINAL                 CCN000022500000022500FN00000000020220601000022500NNM   20220401175146    4P0P  00002250000000531000000816232AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277116-5097-02             TERMINAL                 CCN000022500000022500FN00000000020220601000022500NNM   20220401175146    4P0P  00002250000000531000000816232AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-5097-02             TERMINAL                 CCN000022500000022500FN00000000020220601000022500NNM   20220401175146    4P0P  00002250000000531000000816232AF    HBYHVTB 006400630015
BI00B32AF    JTB2062        202205207116-5750-02             TERMINAL                 CCN000375000000375000FN00000000020220601000375000NNM   20220401175146    4P0P  00001500000000457500000742732AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277116-5750-02             TERMINAL                 CCN000375000000375000FN00000000020220601000375000NNM   20220401175146    4P0P  00001500000000457500000742732AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-5750-02             TERMINAL                 CCN000390000000390000FN00000000020220601000390000NNM   20220401175146    4P0P  00001500000000457500000742732AF    HBYHVTB 006400630015
BI00B32AF    JTB2061        202205137116-5752-02             TERMINAL                 CCN000042000000042000FN00000000020220601000042000NNM   20220401175146    4P0P  00002100000000571200000856432AF    HBYHVTB 006400630015
BI00B32AF    JTB2062        202205207116-5752-02             TERMINAL                 CCN000168000000168000FN00000000020220601000168000NNM   20220401175146    4P0P  00002100000000571200000856432AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277116-5752-02             TERMINAL                 CCN000147000000147000FN00000000020220601000147000NNM   20220401175146    4P0P  00002100000000571200000856432AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-5752-02             TERMINAL                 CCN000168000000168000FN00000000020220601000168000NNM   20220401175146    4P0P  00002100000000571200000856432AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037116-6041                TERMINAL                 CCN000009000000009000FN00000000020220601000009000NNM   20220401175146    4P0P  00000450000000716000001009632AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037126-8855-02             TERMINAL                 CCN000006000000006000FN00000000020220601000006000NNM   20220401175146    4P0P  00000600000000510600000795832AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277158-3006-90             RUBBER STOPPER           CCN000020000000020000FN00000000020220601000020000NNM   20220401175146    1C0C  00002000000000330600000386032AF    HBYHVTB 002700430014
BI00B32AF    JTB2062        202205207158-3009-60             RUBBER STOPPER           CCN000120000000120000FN00000000020220601000120000NNM   20220401175146    1C0C  00002000000000338000000386232AF    HBYHVTB 002700430014
BI00B32AF    JTB2063        202205277158-3009-60             RUBBER STOPPER           CCN000100000000100000FN00000000020220601000100000NNM   20220401175146    1C0C  00002000000000338000000386232AF    HBYHVTB 002700430014
BI00B32AF    JTB2064        202206037158-3009-60             RUBBER STOPPER           CCN000100000000100000FN00000000020220601000100000NNM   20220401175146    1C0C  00002000000000338000000386232AF    HBYHVTB 002700430014
BI00B32AF    JTB2063        202205277158-3070-80             RUBBER STOPPER           CCN000080000000080000FN00000000020220601000080000NNM   20220401175146    1C0C  00004000000000276000000333332AF    HBYHVTB 002700430014
BI00B32AF    JTB2062        202205207158-3166-60             WIRE SEAL                CCN000040000000040000FN00000000020220601000040000NNM   20220401175146    1C0C  00004000000000104000000152432AF    HBYHVTB 002700430014
BI00B32AF    JTB2063        202205277158-3166-60             WIRE SEAL                CCN000040000000040000FN00000000020220601000040000NNM   20220401175146    1C0C  00004000000000104000000152432AF    HBYHVTB 002700430014
BI00B32AF    JTB2064        202206037158-3166-60             WIRE SEAL                CCN000040000000040000FN00000000020220601000040000NNM   20220401175146    1C0C  00004000000000104000000152432AF    HBYHVTB 002700430014
BI00B32AF    JTB2061        202205137158-3169-40             SEALING PLUG             CCN000120000000120000FN00000000020220601000120000NNM   20220401175146    1C0C  00004000000000156000000204132AF    HBYHVTB 004300260014
BI00B32AF    JTB2062        202205207158-3169-40             SEALING PLUG             CCN000120000000120000FN00000000020220601000120000NNM   20220401175146    1C0C  00004000000000156000000204132AF    HBYHVTB 004300260014
BI00B32AF    JTB2063        202205277158-3169-40             SEALING PLUG             CCN000080000000080000FN00000000020220601000080000NNM   20220401175146    1C0C  00004000000000156000000204132AF    HBYHVTB 004300260014
BI00B32AF    JTB2064        202206037158-3169-40             SEALING PLUG             CCN000080000000080000FN00000000020220601000080000NNM   20220401175146    1C0C  00004000000000156000000204132AF    HBYHVTB 004300260014
BI00B32AF    JTB2063        202205277195-1463-02             TERMINAL MALE            CCN000028500000028500FN00000000020220601000028500NNM   20220401175146    4P0P  00002850000000456000000741232AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037195-1463-02             TERMINAL MALE            CCN000028500000028500FN00000000020220601000028500NNM   20220401175146    4P0P  00002850000000456000000741232AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277196-1460-02             TERMINAL FEMALE          CCN000085500000085500FN00000000020220601000085500NNM   20220401175146    4P0P  00002850000000444600000729832AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037196-1460-02             TERMINAL FEMALE          CCN000142500000142500FN00000000020220601000142500NNM   20220401175146    4P0P  00002850000000444600000729832AF    HBYHVTB 006400630015
BI00B32AF    JTB2062        202205207196-1461-02             TERMINAL FEMALE          CCN000048000000048000FN00000000020220601000048000NNM   20220401175146    4P0P  00002400000000386400000671632AF    HBYHVTB 006400630015
BI00B32AF    JTB2063        202205277196-1461-02             TERMINAL FEMALE          CCN000048000000048000FN00000000020220601000048000NNM   20220401175146    4P0P  00002400000000386400000671632AF    HBYHVTB 006400630015
BI00B32AF    JTB2064        202206037196-1461-02             TERMINAL FEMALE          CCN000048000000048000FN00000000020220601000048000NNM   20220401175146    4P0P  00002400000000386400000671632AF    HBYHVTB 006400630015
BI00B32AF    JTB2061        202205137282-1024                HOUSING MALE             CCN000001000000001000FN00000000020220601000001000NNM   20220401175146    1N0N  00000100000000458000000580532AF    HBYHVTB 005400370024
BI00B32AF    JTB2062        202205207282-1024                HOUSING MALE             CCN000001000000001000FN00000000020220601000001000NNM   20220401175146    1N0N  00000100000000458000000580532AF    HBYHVTB 005400370024
BI00B32AF    JTB2061        202205137282-4576                HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220601000002400NNM   20220401175146    4N0N  00000240000000808800001028832AF    HBYHVTB 005500360039
BI00B32AF    JTB2062        202205207282-4576                HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220601000002400NNM   20220401175146    4N0N  00000240000000808800001028832AF    HBYHVTB 005500360039
BI00B32AF    JTB2063        202205277282-4576                HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220601000002400NNM   20220401175146    4N0N  00000240000000808800001028832AF    HBYHVTB 005500360039
BI00B32AF    JTB2062        202205207282-4577-90             HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220601000002400NNM   20220401175146    4N0N  00000240000000964800001174832AF    HBYHVTB 005500360039
BI00B32AF    JTB2063        202205277282-4577-90             HOUSING MALE ASS'Y       CCN000002400000002400FN00000000020220601000002400NNM   20220401175146    4N0N  00000240000000964800001174832AF    HBYHVTB 005500360039
BI00B32AF    JTB2061        202205137282-4578                HOUSING MALE ASS'Y       CCN000012000000012000FN00000000020220601000012000NNM   20220401175146    4N0N  00000120000000782600000992632AF    HBYHVTB 005500360039
