BI00B32J1    @390633        20220214181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000000500000000000FY00000000020220201000000000NNE10 20220131093800    1W    00000025000002778200000000032J1    UKYEL-BL000000000000KG122009
BI00B32J1    @390633        20220214181E48015ZZ              CAVSAS-S 0.5X1 GY        CCN000001600000000000FY00000000020220201000000000NNE10 20220131093800    1W    00000040000001900600000000032J1    UKYEL-BL000000000000KG122006
BI00B32W9    4500188329     2022031518009604357              AVS 3 R/Y                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123027
BI00B32W9    4500188329     2022031518009604430              AVS 5 B                  CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZB123033
BI00B32W9    4500188329     2022031518009604450              AVS 5 R                  CCN000001200000001200FN00000000020220301000001200NNE   20220131151446W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZB123034
BI00B32W9    4500188329     2022031518009604457              AVS 5 R/Y                CCN000000200000000200FN00000000020220301000000200NNE   20220131151446W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZB123037
BI00B32W9    4500188329     2022031518009604230              AVS 2 B                  CCN000000500000000500FN00000000020220301000000500NNE   20220131151446W93 1W    00000050000002456500000000032W93   HKYHK   000000000000ZB123018
BI00B32W9    4500188329     2022031518009604340              AVS 3 W                  CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123028
BI00B32W9    4500188329     2022031518009604345              AVS 3 W/R                CCN000001200000001200FN00000000020220301000001200NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123029
BI00B32W9    4500188329     2022031518009604354              AVS 3 R/W                CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123026
BI00B32W9    4500188329     2022031518009604353              AVS 3 R/B                CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123024
BI00B32W9    4500188329     2022031518009604154              AVS 1.25 R/W             CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001643000000000032W93   HKYHK   000000000000ZB123017
BI00B32W9    4500188329     2022031518009604335              AVS 3 B/R                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123020
BI00B32W9    4500188329     2022031518009604334              AVS 3 B/W                CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123021
BI00B32W9    4500188329     2022031518018103994              AVS 0.5F L/W             CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000807000000000032W93   HKYHK   000000000000ZB123039
BI00B32W9    4500188329     20220315180184039H2              CAVS 0.5 P/G             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123076
BI00B32W9    4500188329     2022031518018403900              CAVS 0.5 P/W             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123077
BI00B32W9    4500188329     20220315180184039G4              CAVS 0.5 V/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123086
BI00B32W9    4500188329     2022031518009604153              AVS 1.25 R/B             CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001643000000000032W93   HKYHK   000000000000ZB123016
BI00B32W9    4500188329     2022031518009604397              AVS 3 L/Y                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123022
BI00B32W9    4500188329     2022031518009604359              AVS 3 R/L                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123025
BI00B32W9    4500188329     2022031518009604373              AVS 3 Y/B                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123030
BI00B32W9    4500188329     2022031518009604376              AVS 3 Y/G                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123031
BI00B32W9    4500188329     2022031518009604375              AVS 3 Y/R                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123032
BI00B32W9    4500188329     2022031518009604453              AVS 5 R/B                CCN000000200000000200FN00000000020220301000000200NNE   20220131151446W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZB123035
BI00B32W9    4500188329     2022031518009604454              AVS 5 R/W                CCN000000400000000400FN00000000020220301000000400NNE   20220131151446W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZB123036
BI00B32W9    4500188329     2022031518007704230              AVSS 2F B                CCN000002500000002500FN00000000020220301000002500NNE   20220131151446W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZB123010
BI00B32W9    4500188329     2022031518007704254              AVSS 2F R/W              CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZB123013
BI00B32W9    4500188329     2022031518007704130              AVSS 1.25F B             CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001389000000000032W93   HKYHK   000000000000ZB123008
BI00B32W9    4500188329     2022031518007704263              AVSS 2F G/B              CCN000000500000000500FN00000000020220301000000500NNE   20220131151446W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZB123011
BI00B32W9    4500188329     2022031518007704259              AVSS 2F R/L              CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZB123012
BI00B32W9    4500188329     2022031518007704276              AVSS 2F Y/G              CCN000000500000000500FN00000000020220301000000500NNE   20220131151446W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZB123014
BI00B32W9    4500188329     2022031518007704170              AVSS 1.25F Y             CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001389000000000032W93   HKYHK   000000000000ZB123009
BI00B32W9    4500188329     20220315180D0203930              AVSSH 0.5F B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000689000000000032W93   HKYHK   000000000000ZB123004
BI00B32W9    4500188329     20220315180D0203970              AVSSH 0.5F Y             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000689000000000032W93   HKYHK   000000000000ZB123006
BI00B32W9    4500188329     20220315180D0203950              AVSSH 0.5F R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000689000000000032W93   HKYHK   000000000000ZB123005
BI00B32W9    4500188329     2022031518018403943              CAVS 0.5 W/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123088
BI00B32W9    4500188329     2022031518018403980              CAVS 0.5 BR              CCN000006000000006000FN00000000020220301000006000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123055
BI00B32W9    4500188329     2022031518018403995              CAVS 0.5 L/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123069
BI00B32W9    4500188329     2022031518018403940              CAVS 0.5 W               CCN000004500000004500FN00000000020220301000004500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123087
BI00B32W9    4500188329     2022031518018403910              CAVS 0.5 GY/R            CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123064
BI00B32W9    4500188329     2022031518018403952              CAVS 0.5 P               CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123074
BI00B32W9    4500188329     2022031518018403937              CAVS 0.5 B/Y             CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123054
BI00B32W9    4500188329     2022031518018403961              CAVS 0.5 LG              CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123071
BI00B32W9    4500188329     2022031518018403991              CAVS 0.5 SB              CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123083
BI00B32W9    4500188329     2022031518018403951              CAVS 0.5 O               CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123073
BI00B32W9    4500188329     2022031518018403941              CAVS 0.5 GY              CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123063
BI00B32W9    4500188329     2022031518018403930              CAVS 0.5 B               CCN000022500000022500FN00000000020220301000022500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123051
BI00B32W9    4500188329     2022031518018403964              CAVS 0.5 G/W             CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123061
BI00B32W9    4500188329     2022031518018403997              CAVS 0.5 L/Y             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123070
BI00B32W9    4500188329     2022031518018403907              CAVS 0.5 P/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123075
BI00B32W9    4500188329     2022031518018403960              CAVS 0.5 G               CCN000006000000006000FN00000000020220301000006000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123059
BI00B32W9    4500188329     2022031518018403953              CAVS 0.5 R/B             CCN000004500000004500FN00000000020220301000004500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123078
BI00B32W9    4500188329     2022031518018403956              CAVS 0.5 R/G             CCN000007500000007500FN00000000020220301000007500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123079
BI00B32W9    4500188329     2022031518018403959              CAVS 0.5 R/L             CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123080
BI00B32W9    4500188329     2022031518018404170              CAVS 1.25 Y              CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123144
BI00B32W9    4500188329     2022031518018404150              CAVS 1.25 R              CCN000002400000002400FN00000000020220301000002400NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123137
BI00B32W9    4500188329     2022031518018404030              CAVS 0.85 B              CCN000009000000009000FN00000000020220301000009000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123098
BI00B32W9    4500188329     2022031518018404180              CAVS 1.25 BR             CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123130
BI00B32W9    4500188329     2022031518018404195              CAVS 1.25 L/R            CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123135
BI00B32W9    4500188329     2022031518018403990              CAVS 0.5 L               CCN000007500000007500FN00000000020220301000007500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123066
BI00B32W9    4500188329     2022031518018404056              CAVS 0.85 R/G            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123119
BI00B32W9    4500188329     2022031518018403730              CAVS 0.3 B               CCN000004000000004000FN00000000020220301000004000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123040
BI00B32W9    4500188329     2022031518018403735              CAVS 0.3 B/R             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123041
BI00B32W9    4500188329     2022031518018403734              CAVS 0.3 B/W             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123042
BI00B32W9    4500188329     2022031518018403790              CAVS 0.3 L               CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123043
BI00B32W9    4500188329     2022031518018403753              CAVS 0.3 R/B             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123045
BI00B32W9    4500188329     2022031518018403756              CAVS 0.3 R/G             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123046
BI00B32W9    4500188329     2022031518018403757              CAVS 0.3 R/Y             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123048
BI00B32W9    4500188329     2022031518018403740              CAVS 0.3 W               CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123049
BI00B32W9    4500188329     2022031518018403775              CAVS 0.3 Y/R             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123050
BI00B32W9    4500188329     2022031518018403939              CAVS 0.5 B/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123052
BI00B32W9    4500188329     2022031518018403935              CAVS 0.5 B/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123053
BI00B32W9    4500188329     2022031518018403984              CAVS 0.5 BR/W            CCN000004500000004500FN00000000020220301000004500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123057
BI00B32W9    4500188329     2022031518018403987              CAVS 0.5 BR/Y            CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123058
BI00B32W9    4500188329     2022031518018403963              CAVS 0.5 G/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123060
BI00B32W9    4500188329     2022031518018403967              CAVS 0.5 G/Y             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123062
BI00B32W9    4500188329     2022031518018403993              CAVS 0.5 L/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123067
BI00B32W9    4500188329     2022031518018403996              CAVS 0.5 L/G             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123068
BI00B32W9    4500188329     2022031518018403909              CAVS 0.5 LG/R            CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123072
BI00B32W9    4500188329     2022031518018403954              CAVS 0.5 R/W             CCN000006000000006000FN00000000020220301000006000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123081
BI00B32W9    4500188329     2022031518018403957              CAVS 0.5 R/Y             CCN000004500000004500FN00000000020220301000004500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123082
BI00B32W9    4500188329     2022031518018403992              CAVS 0.5 V               CCN000004500000004500FN00000000020220301000004500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123084
BI00B32W9    4500188329     2022031518018403946              CAVS 0.5 W/G             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123089
BI00B32W9    4500188329     2022031518018403949              CAVS 0.5 W/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123090
BI00B32W9    4500188329     2022031518018403945              CAVS 0.5 W/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123091
BI00B32W9    4500188329     2022031518018403947              CAVS 0.5 W/Y             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123092
BI00B32W9    4500188329     2022031518018403970              CAVS 0.5 Y               CCN000007500000007500FN00000000020220301000007500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123093
BI00B32W9    4500188329     2022031518018403973              CAVS 0.5 Y/B             CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123094
BI00B32W9    4500188329     2022031518018404050              CAVS 0.85 R              CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123117
BI00B32W9    4500188329     2022031518018404057              CAVS 0.85 R/Y            CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123122
BI00B32W9    4500188329     2022031518018404040              CAVS 0.85 W              CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123124
BI00B32W9    4500188329     2022031518018404130              CAVS 1.25 B              CCN000005600000005600FN00000000020220301000005600NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123129
BI00B32W9    4500188329     2022031518018404185              CAVS 1.25 BR/R           CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123131
BI00B32W9    4500188329     2022031518018404156              CAVS 1.25 R/G            CCN000001600000001600FN00000000020220301000001600NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123138
BI00B32W9    4500188329     2022031518018404145              CAVS 1.25 W/R            CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123142
BI00B32W9    4500188329     2022031518018403975              CAVS 0.5 Y/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123096
BI00B32W9    4500188329     2022031518018403754              CAVS 0.3 R/W             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123047
BI00B32W9    4500188329     2022031518018404070              CAVS 0.85 Y              CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123126
BI00B32W9    4500188329     2022031518018404080              CAVS 0.85 BR             CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123101
BI00B32W9    4500188329     2022031518018404190              CAVS 1.25 L              CCN000001600000001600FN00000000020220301000001600NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123134
BI00B32W9    4500188329     2022031518018404154              CAVS 1.25 R/W            CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123139
BI00B32W9    4500188329     2022031518018404075              CAVS 0.85 Y/R            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123128
BI00B32W9    4500188329     2022031518018404157              CAVS 1.25 R/Y            CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123140
BI00B32W9    4500188329     2022031518018404192              CAVS 1.25 V              CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123141
BI00B32W9    4500188329     2022031518018404061              CAVS 0.85 LG             CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123111
BI00B32W9    4500188329     2022031518018404090              CAVS 0.85 L              CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123107
BI00B32W9    4500188329     2022031518018404053              CAVS 0.85 R/B            CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123118
BI00B32W9    4500188329     20220315180184039H7              CAVS 0.5 GY/W            CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123065
BI00B32W9    4500188329     2022031518018403979              CAVS 0.5 Y/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123095
BI00B32W9    4500188329     2022031518018404060              CAVS 0.85 G              CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123102
BI00B32W9    4500188329     2022031518018404054              CAVS 0.85 R/W            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123121
BI00B32W9    4500188329     2022031518018404167              CAVS 1.25 G/Y            CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123133
BI00B32W9    4500188329     2022031518018404079              CAVS 0.85 Y/L            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123127
BI00B32W9    4500188329     2022031518018404035              CAVS 0.85 B/R            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123099
BI00B32W9    4500188329     2022031518018404034              CAVS 0.85 B/W            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123100
BI00B32W9    4500188329     2022031518018404065              CAVS 0.85 G/R            CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123105
BI00B32W9    4500188329     2022031518018404064              CAVS 0.85 G/W            CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123106
BI00B32W9    4500188329     2022031518018404095              CAVS 0.85 L/R            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123108
BI00B32W9    4500188329     2022031518018404094              CAVS 0.85 L/W            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123109
BI00B32W9    4500188329     2022031518018404017              CAVS 0.85 LG/B           CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123112
BI00B32W9    4500188329     2022031518018404009              CAVS 0.85 LG/R           CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123113
BI00B32W9    4500188329     2022031518018404029              CAVS 0.85 LG/W           CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123114
BI00B32W9    4500188329     2022031518018404059              CAVS 0.85 R/L            CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123120
BI00B32W9    4500188329     2022031518018404045              CAVS 0.85 W/R            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123125
BI00B32W9    4500188329     2022031518018404164              CAVS 1.25 G/W            CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123132
BI00B32W9    4500188329     2022031518018404151              CAVS 1.25 O              CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123136
BI00B32W9    4500188329     2022031518018404051              CAVS 0.85 O              CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123115
BI00B32W9    4500188329     2022031518018404092              CAVS 0.85 V              CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123123
BI00B32W9    4500188329     2022031518018404097              CAVS 0.85 L/Y            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123110
BI00B32W9    4500188329     2022031518018403795              CAVS 0.3 L/R             CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZB123044
BI00B32W9    4500188329     20220315180184039G1              CAVS 0.5 Y/V             CCN000001500000001500FN00000000020220301000001500NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123097
BI00B32W9    4500188329     2022031518018404063              CAVS 0.85 G/B            CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123103
BI00B32W9    4500188329     20220315180184040M3              CAVS 0.85 O/B            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123116
BI00B32W9    @4500188329    20220315181B09102K3              CAVSAS 0.5X2 GY/P        CCN000000300000000300FN00000000020220301000000300NNE   20220131151443W93 1W    00000030000002680000000000032W93   HKYHK   000000000000ZB123003
