BI00B32J1    @390633        20220214181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000000500000000000FY00000000020220201000000000NNE10 20220131093800    1W    00000025000002778200000000032J1    UKYEL-BL000000000000KG122009
BI00B32J1    @390633        20220214181E48015ZZ              CAVSAS-S 0.5X1 GY        CCN000001600000000000FY00000000020220201000000000NNE10 20220131093800    1W    00000040000001900600000000032J1    UKYEL-BL000000000000KG122006
BI00B32W9    4500188320     2022030818009604430              AVS 5 B                  CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZP422036
BI00B32W9    4500188320     2022030818009604450              AVS 5 R                  CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZP422037
BI00B32W9    4500188320     2022030818009604457              AVS 5 R/Y                CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZP422040
BI00B32W9    4500188320     2022030818009604230              AVS 2 B                  CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002456500000000032W93   HKYHK   000000000000ZP422020
BI00B32W9    4500188320     2022030818009604340              AVS 3 W                  CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422032
BI00B32W9    4500188320     2022030818009604345              AVS 3 W/R                CCN000001200000001200FN00000000020220301000001200NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422033
BI00B32W9    4500188320     2022030818009604354              AVS 3 R/W                CCN000001200000001200FN00000000020220301000001200NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422030
BI00B32W9    4500188320     2022030818009604353              AVS 3 R/B                CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422028
BI00B32W9    4500188320     2022030818009604394              AVS 3 L/W                CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422025
BI00B32W9    4500188320     2022030818009604180              AVS 1.25 BR              CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001643000000000032W93   HKYHK   000000000000ZP422019
BI00B32W9    4500188320     2022030818009604334              AVS 3 B/W                CCN000001200000001200FN00000000020220301000001200NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422023
BI00B32W9    4500188320     2022030818018403759              CAVS 0.3 R/L             CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422049
BI00B32W9    4500188320     2022030818018403900              CAVS 0.5 P/W             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422082
BI00B32W9    4500188320     2022030818009604393              AVS 3 L/B                CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422024
BI00B32W9    4500188320     2022030818009604397              AVS 3 L/Y                CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422026
BI00B32W9    4500188320     2022030818009604359              AVS 3 R/L                CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422029
BI00B32W9    4500188320     2022030818009604373              AVS 3 Y/B                CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422034
BI00B32W9    4500188320     2022030818009604375              AVS 3 Y/R                CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZP422035
BI00B32W9    4500188320     2022030818009604453              AVS 5 R/B                CCN000000400000000400FN00000000020220301000000400NNE   20220131151445W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZP422038
BI00B32W9    4500188320     2022030818009604454              AVS 5 R/W                CCN000000200000000200FN00000000020220301000000200NNE   20220131151445W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZP422039
BI00B32W9    4500188320     2022030818007703930              AVSS 0.5F B              CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000674000000000032W93   HKYHK   000000000000ZP422007
BI00B32W9    4500188320     2022030818007704230              AVSS 2F B                CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422009
BI00B32W9    4500188320     2022030818007704253              AVSS 2F R/B              CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422012
BI00B32W9    4500188320     2022030818007704254              AVSS 2F R/W              CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422015
BI00B32W9    4500188320     2022030818007704130              AVSS 1.25F B             CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001389000000000032W93   HKYHK   000000000000ZP422008
BI00B32W9    4500188320     2022030818007704270              AVSS 2F Y                CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422016
BI00B32W9    4500188320     2022030818007704259              AVSS 2F R/L              CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422014
BI00B32W9    4500188320     2022030818007704256              AVSS 2F R/G              CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422013
BI00B32W9    4500188320     2022030818007704234              AVSS 2F B/W              CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422010
BI00B32W9    4500188320     2022030818007704237              AVSS 2F B/Y              CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422011
BI00B32W9    4500188320     2022030818007704275              AVSS 2F Y/R              CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422018
BI00B32W9    4500188320     2022030818007704279              AVSS 2F Y/L              CCN000000500000000500FN00000000020220301000000500NNE   20220131151445W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZP422017
BI00B32W9    4500188320     20220308180D0203930              AVSSH 0.5F B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000689000000000032W93   HKYHK   000000000000ZP422001
BI00B32W9    4500188320     20220308180D0203950              AVSSH 0.5F R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000689000000000032W93   HKYHK   000000000000ZP422002
BI00B32W9    4500188320     2022030818018403943              CAVS 0.5 W/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422091
BI00B32W9    4500188320     2022030818018403980              CAVS 0.5 BR              CCN000006000000006000FN00000000020220301000006000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422059
BI00B32W9    4500188320     2022030818018403995              CAVS 0.5 L/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422071
BI00B32W9    4500188320     2022030818018403940              CAVS 0.5 W               CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422090
BI00B32W9    4500188320     2022030818018403952              CAVS 0.5 P               CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422080
BI00B32W9    4500188320     2022030818018403937              CAVS 0.5 B/Y             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422058
BI00B32W9    4500188320     2022030818018403994              CAVS 0.5 L/W             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422072
BI00B32W9    4500188320     2022030818018403976              CAVS 0.5 Y/G             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422097
BI00B32W9    4500188320     2022030818018403961              CAVS 0.5 LG              CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422074
BI00B32W9    4500188320     2022030818018403991              CAVS 0.5 SB              CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422088
BI00B32W9    4500188320     2022030818018403951              CAVS 0.5 O               CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422076
BI00B32W9    4500188320     2022030818018403941              CAVS 0.5 GY              CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422068
BI00B32W9    4500188320     2022030818018403930              CAVS 0.5 B               CCN000016500000016500FN00000000020220301000016500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422055
BI00B32W9    4500188320     2022030818018403964              CAVS 0.5 G/W             CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422066
BI00B32W9    4500188320     2022030818018403997              CAVS 0.5 L/Y             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422073
BI00B32W9    4500188320     2022030818018403960              CAVS 0.5 G               CCN000007500000007500FN00000000020220301000007500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422063
BI00B32W9    4500188320     2022030818018403953              CAVS 0.5 R/B             CCN000004500000004500FN00000000020220301000004500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422083
BI00B32W9    4500188320     2022030818018403956              CAVS 0.5 R/G             CCN000007500000007500FN00000000020220301000007500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422084
BI00B32W9    4500188320     2022030818018403959              CAVS 0.5 R/L             CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422085
BI00B32W9    4500188320     2022030818018404170              CAVS 1.25 Y              CCN000001600000001600FN00000000020220301000001600NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422147
BI00B32W9    4500188320     2022030818018404150              CAVS 1.25 R              CCN000002400000002400FN00000000020220301000002400NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422140
BI00B32W9    4500188320     2022030818018404030              CAVS 0.85 B              CCN000009000000009000FN00000000020220301000009000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422103
BI00B32W9    4500188320     2022030818018404180              CAVS 1.25 BR             CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422130
BI00B32W9    4500188320     2022030818018403990              CAVS 0.5 L               CCN000007500000007500FN00000000020220301000007500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422069
BI00B32W9    4500188320     2022030818018404153              CAVS 1.25 R/B            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422141
BI00B32W9    4500188320     2022030818018403730              CAVS 0.3 B               CCN000006000000006000FN00000000020220301000006000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422044
BI00B32W9    4500188320     2022030818018403780              CAVS 0.3 BR              CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422045
BI00B32W9    4500188320     2022030818018403764              CAVS 0.3 G/W             CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422046
BI00B32W9    4500188320     2022030818018403767              CAVS 0.3 G/Y             CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422047
BI00B32W9    4500188320     2022030818018403757              CAVS 0.3 R/Y             CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422050
BI00B32W9    4500188320     2022030818018403740              CAVS 0.3 W               CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422052
BI00B32W9    4500188320     2022030818018403743              CAVS 0.3 W/B             CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422053
BI00B32W9    4500188320     2022030818018403749              CAVS 0.3 W/L             CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422054
BI00B32W9    4500188320     2022030818018403939              CAVS 0.5 B/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422056
BI00B32W9    4500188320     2022030818018403935              CAVS 0.5 B/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422057
BI00B32W9    4500188320     2022030818018403983              CAVS 0.5 BR/B            CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422060
BI00B32W9    4500188320     2022030818018403984              CAVS 0.5 BR/W            CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422062
BI00B32W9    4500188320     2022030818018403963              CAVS 0.5 G/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422064
BI00B32W9    4500188320     2022030818018403965              CAVS 0.5 G/R             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422065
BI00B32W9    4500188320     2022030818018403967              CAVS 0.5 G/Y             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422067
BI00B32W9    4500188320     2022030818018403993              CAVS 0.5 L/B             CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422070
BI00B32W9    4500188320     2022030818018403917              CAVS 0.5 LG/B            CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422075
BI00B32W9    4500188320     20220308180184039M3              CAVS 0.5 O/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422077
BI00B32W9    4500188320     2022030818018403977              CAVS 0.5 O/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422078
BI00B32W9    4500188320     2022030818018403954              CAVS 0.5 R/W             CCN000007500000007500FN00000000020220301000007500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422086
BI00B32W9    4500188320     2022030818018403957              CAVS 0.5 R/Y             CCN000004500000004500FN00000000020220301000004500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422087
BI00B32W9    4500188320     2022030818018403992              CAVS 0.5 V               CCN000004500000004500FN00000000020220301000004500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422089
BI00B32W9    4500188320     2022030818018403946              CAVS 0.5 W/G             CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422092
BI00B32W9    4500188320     2022030818018403949              CAVS 0.5 W/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422093
BI00B32W9    4500188320     2022030818018403970              CAVS 0.5 Y               CCN000007500000007500FN00000000020220301000007500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422095
BI00B32W9    4500188320     2022030818018403973              CAVS 0.5 Y/B             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422096
BI00B32W9    4500188320     2022030818018404037              CAVS 0.85 B/Y            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422106
BI00B32W9    4500188320     2022030818018404050              CAVS 0.85 R              CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422119
BI00B32W9    4500188320     2022030818018404057              CAVS 0.85 R/Y            CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422124
BI00B32W9    4500188320     2022030818018404040              CAVS 0.85 W              CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422125
BI00B32W9    4500188320     2022030818018404130              CAVS 1.25 B              CCN000001600000001600FN00000000020220301000001600NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422129
BI00B32W9    4500188320     2022030818018404156              CAVS 1.25 R/G            CCN000001600000001600FN00000000020220301000001600NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422142
BI00B32W9    4500188320     20220308180184039G6              CAVS 0.5 P/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422081
BI00B32W9    4500188320     2022030818018403975              CAVS 0.5 Y/R             CCN000003000000003000FN00000000020220301000003000NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422100
BI00B32W9    4500188320     2022030818018404070              CAVS 0.85 Y              CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422127
BI00B32W9    4500188320     2022030818018404080              CAVS 0.85 BR             CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422107
BI00B32W9    4500188320     2022030818018404190              CAVS 1.25 L              CCN000001600000001600FN00000000020220301000001600NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422135
BI00B32W9    4500188320     2022030818018404159              CAVS 1.25 R/L            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422143
BI00B32W9    4500188320     2022030818018404154              CAVS 1.25 R/W            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422144
BI00B32W9    4500188320     2022030818018404075              CAVS 0.85 Y/R            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422128
BI00B32W9    4500188320     2022030818018403974              CAVS 0.5 Y/W             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422102
BI00B32W9    4500188320     2022030818018404157              CAVS 1.25 R/Y            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422145
BI00B32W9    4500188320     2022030818018404192              CAVS 1.25 V              CCN000001600000001600FN00000000020220301000001600NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422146
BI00B32W9    4500188320     20220308180184039C1              CAVS 0.5 W/V             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422094
BI00B32W9    4500188320     2022030818018404090              CAVS 0.85 L              CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422112
BI00B32W9    4500188320     2022030818018404053              CAVS 0.85 R/B            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422120
BI00B32W9    4500188320     2022030818018403979              CAVS 0.5 Y/L             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422098
BI00B32W9    4500188320     2022030818018404054              CAVS 0.85 R/W            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422123
BI00B32W9    4500188320     2022030818018404163              CAVS 1.25 G/B            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422131
BI00B32W9    4500188320     2022030818018404176              CAVS 1.25 Y/G            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422148
BI00B32W9    4500188320     2022030818018404035              CAVS 0.85 B/R            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422104
BI00B32W9    4500188320     2022030818018404034              CAVS 0.85 B/W            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422105
BI00B32W9    4500188320     2022030818018404065              CAVS 0.85 G/R            CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422109
BI00B32W9    4500188320     2022030818018404064              CAVS 0.85 G/W            CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422110
BI00B32W9    4500188320     2022030818018404094              CAVS 0.85 L/W            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422114
BI00B32W9    4500188320     2022030818018404017              CAVS 0.85 LG/B           CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422115
BI00B32W9    4500188320     2022030818018404009              CAVS 0.85 LG/R           CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422116
BI00B32W9    4500188320     2022030818018404028              CAVS 0.85 LG/Y           CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422117
BI00B32W9    4500188320     2022030818018404059              CAVS 0.85 R/L            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422121
BI00B32W9    4500188320     2022030818018404045              CAVS 0.85 W/R            CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422126
BI00B32W9    4500188320     2022030818018404164              CAVS 1.25 G/W            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422133
BI00B32W9    4500188320     2022030818018404041              CAVS 0.85 GY             CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422111
BI00B32W9    4500188320     2022030818018404151              CAVS 1.25 O              CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422139
BI00B32W9    4500188320     2022030818018404051              CAVS 0.85 O              CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422118
BI00B32W9    4500188320     2022030818018404093              CAVS 0.85 L/B            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422113
BI00B32W9    4500188320     2022030818018403791              CAVS 0.3 SB              CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422051
BI00B32W9    4500188320     2022030818018403794              CAVS 0.3 L/W             CCN000002000000002000FN00000000020220301000002000NNE   20220131151445W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZP422048
BI00B32W9    4500188320     20220308180184039G1              CAVS 0.5 Y/V             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422101
BI00B32W9    4500188320     2022030818018403913              CAVS 0.5 Y/O             CCN000001500000001500FN00000000020220301000001500NNE   20220131151445W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZP422099
BI00B32W9    4500188320     2022030818018404063              CAVS 0.85 G/B            CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422108
BI00B32W9    4500188320     2022030818018404001              CAVS 0.85 LG/L           CCN000001000000001000FN00000000020220301000001000NNE   20220131151445W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZP422043
BI00B32W9    4500188320     2022030818018404197              CAVS 1.25 L/Y            CCN000000800000000800FN00000000020220301000000800NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422136
BI00B32W9    4500188320     2022030818018404109              CAVS 1.25 LG/R           CCN000001600000001600FN00000000020220301000001600NNE   20220131151445W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZP422138
BI00B32W9    4500188329     2022031518000004543              AV 8 W/B                 CCN000000100000000100FN00000000020220301000000100NNE   20220131151446W93 1W    00000010000010466200000000032W93   HKYHK   000000000000ZB123007
BI00B32W9    4500188329     2022031518018403932              CAVS 0.5 V/B             CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123085
BI00B32W9    4500188329     2022031518018403989              CAVS 0.5 BR/L            CCN000003000000003000FN00000000020220301000003000NNE   20220131151446W93 1W    00000150000000677000000000032W93   HKYHK   000000000000ZB123056
BI00B32W9    4500188329     2022031518018404018              CAVS 0.85 G/O            CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000000965000000000032W93   HKYHK   000000000000ZB123104
BI00B32W9    4500188329     20220315180184041C1              CAVS 1.25 W/V            CCN000000800000000800FN00000000020220301000000800NNE   20220131151446W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZB123143
BI00B32W9    4500188329     2022031518009604470              AVS 5 Y                  CCN000000200000000200FN00000000020220301000000200NNE   20220131151446W93 1W    00000020000005981000000000032W93   HKYHK   000000000000ZB123038
BI00B32W9    4500188329     2022031518009604330              AVS 3 B                  CCN000002000000002000FN00000000020220301000002000NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123019
BI00B32W9    4500188329     2022031518009604350              AVS 3 R                  CCN000001200000001200FN00000000020220301000001200NNE   20220131151446W93 1W    00000040000003831600000000032W93   HKYHK   000000000000ZB123023
BI00B32W9    4500188329     2022031518009604057              AVS 0.85 R/Y             CCN000001000000001000FN00000000020220301000001000NNE   20220131151446W93 1W    00000100000001167700000000032W93   HKYHK   000000000000ZB123015
